gene,patient,treatment,cpm,log10cpm
LTB,P9,Pre,527.404,2.723
LTB,P9,Mid,205.553,2.315
LUZP1,P1,Pre,328.843,2.518
LUZP1,P1,Mid,153.33,2.188
LUZP1,P2,Pre,200.149,2.304
LUZP1,P2,Mid,166.068,2.223
LUZP1,P3,Pre,94.994,1.982
LUZP1,P3,Mid,134.806,2.133
LUZP1,P4,Pre,126.767,2.106
LUZP1,P4,Mid,76.915,1.892
LUZP1,P5,Pre,138.548,2.145
LUZP1,P5,Mid,62.05,1.8
LUZP1,P6,Pre,88.12,1.95
LUZP1,P6,Mid,62.527,1.803
LUZP1,P7,Pre,65.624,1.824
LUZP1,P7,Mid,49.25,1.701
LUZP1,P8,Pre,130.469,2.119
LUZP1,P8,Mid,112.488,2.055
LUZP1,P9,Pre,91.672,1.967
LUZP1,P9,Mid,101.977,2.013
LY75,P1,Pre,8.211,0.964
LY75,P1,Mid,6.667,0.885
LY75,P2,Pre,6.493,0.875
LY75,P2,Mid,5.157,0.789
LY75,P3,Pre,4.987,0.777
LY75,P3,Mid,1.39,0.378
LY75,P4,Pre,9.289,1.012
LY75,P4,Mid,1.789,0.445
LY75,P5,Pre,7.031,0.905
LY75,P5,Mid,5.004,0.778
LY75,P6,Pre,5.414,0.807
LY75,P6,Mid,5.104,0.786
LY75,P7,Pre,7.697,0.939
LY75,P7,Mid,5.369,0.804
LY75,P8,Pre,8.217,0.965
LY75,P8,Mid,7.009,0.904
LY75,P9,Pre,8.438,0.975
LY75,P9,Mid,7.353,0.922
LYPD6B,P1,Pre,0.391,0.143
LYPD6B,P1,Mid,2.222,0.508
LYPD6B,P2,Pre,5.928,0.841
LYPD6B,P2,Mid,0,0
LYPD6B,P3,Pre,19.697,1.316
LYPD6B,P3,Mid,0,0
LYPD6B,P4,Pre,5.1,0.785
LYPD6B,P4,Mid,0.894,0.277
LYPD6B,P5,Pre,1.654,0.424
LYPD6B,P5,Mid,0,0
LYPD6B,P6,Pre,17.444,1.266
LYPD6B,P6,Mid,0.638,0.214
LYPD6B,P7,Pre,1.944,0.469
LYPD6B,P7,Mid,2.568,0.552
LYPD6B,P8,Pre,2.49,0.543
LYPD6B,P8,Mid,2.103,0.492
LYPD6B,P9,Pre,5.753,0.83
LYPD6B,P9,Mid,2.877,0.589
MAFF,P1,Pre,33.236,1.534
MAFF,P1,Mid,0,0
MAFF,P2,Pre,11.856,1.109
MAFF,P2,Mid,9.283,1.012
MAFF,P3,Pre,8.477,0.977
MAFF,P3,Mid,2.78,0.577
MAFF,P4,Pre,7.285,0.918
MAFF,P4,Mid,3.577,0.661
MAFF,P5,Pre,9.926,1.038
MAFF,P5,Mid,13.01,1.146
MAFF,P6,Pre,6.316,0.864
MAFF,P6,Mid,5.104,0.786
MAFF,P7,Pre,5.266,0.797
MAFF,P7,Mid,2.568,0.552
MAFF,P8,Pre,13.943,1.174
MAFF,P8,Mid,8.586,0.982
MAFF,P9,Pre,8.822,0.992
MAFF,P9,Mid,6.074,0.85
MAGEH1,P1,Pre,19.16,1.304
MAGEH1,P1,Mid,8.889,0.995
MAGEH1,P2,Pre,23.995,1.398
MAGEH1,P2,Mid,18.567,1.292
MAGEH1,P3,Pre,16.954,1.254
MAGEH1,P3,Mid,22.236,1.366
MAGEH1,P4,Pre,16.392,1.24
MAGEH1,P4,Mid,19.676,1.315
MAGEH1,P5,Pre,33.086,1.533
MAGEH1,P5,Mid,21.017,1.343
MAGEH1,P6,Pre,18.947,1.3
MAGEH1,P6,Mid,9.57,1.024
MAGEH1,P7,Pre,15.393,1.215
MAGEH1,P7,Mid,15.172,1.209
MAGEH1,P8,Pre,21.413,1.35
MAGEH1,P8,Mid,18.748,1.296
MAGEH1,P9,Pre,20.329,1.329
MAGEH1,P9,Mid,16.304,1.238
MAL,P1,Pre,28.935,1.476
MAL,P1,Mid,59.999,1.785
MAL,P2,Pre,122.517,2.092
MAL,P2,Mid,40.228,1.615
MAL,P3,Pre,83.525,1.927
MAL,P3,Mid,54.2,1.742
MAL,P4,Pre,63.93,1.812
MAL,P4,Mid,30.408,1.497
MAL,P5,Pre,67.413,1.835
MAL,P5,Mid,61.049,1.793
MAL,P6,Pre,45.113,1.664
MAL,P6,Mid,22.969,1.38
MAL,P7,Pre,53.795,1.739
MAL,P7,Mid,52.751,1.73
MAL,P8,Pre,91.627,1.967
MAL,P8,Mid,73.941,1.875
MAL,P9,Pre,104.714,2.024
MAL,P9,Mid,80.239,1.91
MALT1,P1,Pre,69.992,1.851
MALT1,P1,Mid,39.999,1.613
MALT1,P2,Pre,76.785,1.891
MALT1,P2,Mid,38.165,1.593
MALT1,P3,Pre,42.386,1.637
MALT1,P3,Mid,44.472,1.658
MALT1,P4,Pre,47.538,1.686
MALT1,P4,Mid,30.408,1.497
MALT1,P5,Pre,42.598,1.639
MALT1,P5,Mid,32.026,1.519
MALT1,P6,Pre,26.165,1.434
MALT1,P6,Mid,26.797,1.444
MALT1,P7,Pre,41.156,1.625
MALT1,P7,Mid,27.543,1.455
MALT1,P8,Pre,36.85,1.578
MALT1,P8,Mid,50.637,1.713
MALT1,P9,Pre,39.891,1.612
MALT1,P9,Mid,67.132,1.833
MAML3,P1,Pre,1.173,0.337
MAML3,P1,Mid,2.222,0.508
MAML3,P2,Pre,3.67,0.669
MAML3,P2,Mid,1.031,0.308
MAML3,P3,Pre,1.745,0.439
MAML3,P3,Mid,0,0
MAML3,P4,Pre,2.004,0.478
MAML3,P4,Mid,0,0
MAML3,P5,Pre,3.309,0.634
MAML3,P5,Mid,1.001,0.301
MAML3,P6,Pre,1.203,0.343
MAML3,P6,Mid,1.914,0.465
MAML3,P7,Pre,0.972,0.295
MAML3,P7,Mid,1.4,0.38
MAML3,P8,Pre,1.245,0.351
MAML3,P8,Mid,0.876,0.273
MAML3,P9,Pre,1.918,0.465
MAML3,P9,Mid,0.32,0.12
MANBA,P1,Pre,12.512,1.131
MANBA,P1,Mid,4.444,0.736
MANBA,P2,Pre,15.526,1.218
MANBA,P2,Mid,9.283,1.012
MANBA,P3,Pre,10.472,1.06
MANBA,P3,Mid,6.949,0.9
MANBA,P4,Pre,8.743,0.989
MANBA,P4,Mid,9.838,1.035
MANBA,P5,Pre,14.889,1.201
MANBA,P5,Mid,12.01,1.114
MANBA,P6,Pre,12.331,1.125
MANBA,P6,Mid,10.846,1.074
MANBA,P7,Pre,10.775,1.071
MANBA,P7,Mid,11.204,1.086
MANBA,P8,Pre,10.955,1.078
MANBA,P8,Mid,10.863,1.074
MANBA,P9,Pre,11.123,1.084
MANBA,P9,Mid,20.779,1.338
MAP3K1,P1,Pre,71.947,1.863
MAP3K1,P1,Mid,31.11,1.507
MAP3K1,P2,Pre,102.192,2.014
MAP3K1,P2,Mid,39.196,1.604
MAP3K1,P3,Pre,103.721,2.02
MAP3K1,P3,Mid,41.693,1.63
MAP3K1,P4,Pre,68.301,1.841
MAP3K1,P4,Mid,41.14,1.625
MAP3K1,P5,Pre,25.642,1.426
MAP3K1,P5,Mid,34.027,1.544
MAP3K1,P6,Pre,98.045,1.996
MAP3K1,P6,Mid,33.815,1.542
MAP3K1,P7,Pre,43.749,1.651
MAP3K1,P7,Mid,31.277,1.509
MAP3K1,P8,Pre,65.484,1.823
MAP3K1,P8,Mid,85.505,1.937
MAP3K1,P9,Pre,72.11,1.864
MAP3K1,P9,Mid,107.732,2.036
MAP3K5,P1,Pre,24.243,1.402
MAP3K5,P1,Mid,26.666,1.442
MAP3K5,P2,Pre,19.761,1.317
MAP3K5,P2,Mid,26.818,1.444
MAP3K5,P3,Pre,19.198,1.305
MAP3K5,P3,Mid,12.508,1.131
MAP3K5,P4,Pre,27.685,1.458
MAP3K5,P4,Mid,7.155,0.911
MAP3K5,P5,Pre,16.957,1.254
MAP3K5,P5,Mid,24.019,1.398
MAP3K5,P6,Pre,19.248,1.306
MAP3K5,P6,Mid,23.607,1.391
MAP3K5,P7,Pre,21.064,1.344
MAP3K5,P7,Mid,15.872,1.227
MAP3K5,P8,Pre,21.413,1.35
MAP3K5,P8,Mid,17.346,1.264
MAP3K5,P9,Pre,28.384,1.468
MAP3K5,P9,Mid,33.886,1.543
MAP3K8,P1,Pre,18.378,1.287
MAP3K8,P1,Mid,4.444,0.736
MAP3K8,P2,Pre,4.799,0.763
MAP3K8,P2,Mid,4.126,0.71
MAP3K8,P3,Pre,24.434,1.405
MAP3K8,P3,Mid,5.559,0.817
MAP3K8,P4,Pre,9.289,1.012
MAP3K8,P4,Mid,8.049,0.957
MAP3K8,P5,Pre,15.716,1.223
MAP3K8,P5,Mid,14.011,1.176
MAP3K8,P6,Pre,9.323,1.014
MAP3K8,P6,Mid,8.932,0.997
MAP3K8,P7,Pre,7.778,0.943
MAP3K8,P7,Mid,6.536,0.877
MAP3K8,P8,Pre,11.204,1.087
MAP3K8,P8,Mid,5.957,0.842
MAP3K8,P9,Pre,11.123,1.084
MAP3K8,P9,Mid,15.025,1.205
MAST4,P1,Pre,52.396,1.728
MAST4,P1,Mid,6.667,0.885
MAST4,P2,Pre,43.756,1.651
MAST4,P2,Mid,39.196,1.604
MAST4,P3,Pre,32.662,1.527
MAST4,P3,Mid,22.236,1.366
MAST4,P4,Pre,39.524,1.608
MAST4,P4,Mid,11.627,1.101
MAST4,P5,Pre,33.5,1.538
MAST4,P5,Mid,22.018,1.362
MAST4,P6,Pre,43.007,1.644
MAST4,P6,Mid,25.521,1.424
MAST4,P7,Pre,34.756,1.553
MAST4,P7,Mid,32.911,1.53
MAST4,P8,Pre,52.785,1.731
MAST4,P8,Mid,49.06,1.699
MAST4,P9,Pre,70.193,1.852
MAST4,P9,Mid,79.28,1.905
MATN2,P1,Pre,0,0
MATN2,P1,Mid,0,0
MATN2,P2,Pre,0.282,0.108
MATN2,P2,Mid,0,0
MATN2,P3,Pre,0.997,0.3
MATN2,P3,Mid,0,0
MATN2,P4,Pre,0.364,0.135
MATN2,P4,Mid,0.894,0.277
MATN2,P5,Pre,1.241,0.35
MATN2,P5,Mid,1.001,0.301
MATN2,P6,Pre,0.301,0.114
MATN2,P6,Mid,0.638,0.214
MATN2,P7,Pre,0.81,0.258
MATN2,P7,Mid,0.233,0.091
MATN2,P8,Pre,0.249,0.097
MATN2,P8,Mid,0.35,0.13
MATN2,P9,Pre,0.384,0.141
MATN2,P9,Mid,0.639,0.215
MCAM,P1,Pre,116.131,2.069
MCAM,P1,Mid,11.111,1.083
MCAM,P2,Pre,59.847,1.784
MCAM,P2,Mid,25.787,1.428
MCAM,P3,Pre,14.71,1.196
MCAM,P3,Mid,2.78,0.577
MCAM,P4,Pre,15.846,1.226
MCAM,P4,Mid,10.732,1.069
MCAM,P5,Pre,19.852,1.319
MCAM,P5,Mid,22.018,1.362
MCAM,P6,Pre,34.586,1.551
MCAM,P6,Mid,16.589,1.245
MCAM,P7,Pre,9.56,1.024
MCAM,P7,Mid,3.968,0.696
MCAM,P8,Pre,29.878,1.49
MCAM,P8,Mid,23.128,1.383
MCAM,P9,Pre,7.288,0.918
MCAM,P9,Mid,13.746,1.169
MERTK,P1,Pre,1.173,0.337
MERTK,P1,Mid,6.667,0.885
MERTK,P2,Pre,0.565,0.194
MERTK,P2,Mid,0,0
MERTK,P3,Pre,0.499,0.176
MERTK,P3,Mid,0,0
MERTK,P4,Pre,1.275,0.357
MERTK,P4,Mid,0,0
MERTK,P5,Pre,0.414,0.15
MERTK,P5,Mid,0,0
MERTK,P6,Pre,0.602,0.205
MERTK,P6,Mid,0.638,0.214
MERTK,P7,Pre,0.81,0.258
MERTK,P7,Mid,0.7,0.231
MERTK,P8,Pre,0,0
MERTK,P8,Mid,0.175,0.07
MERTK,P9,Pre,1.534,0.404
MERTK,P9,Mid,0.639,0.215
METTL8,P1,Pre,59.043,1.778
METTL8,P1,Mid,37.777,1.589
METTL8,P2,Pre,80.455,1.911
METTL8,P2,Mid,20.63,1.335
METTL8,P3,Pre,94.495,1.98
METTL8,P3,Mid,50.031,1.708
METTL8,P4,Pre,37.52,1.586
METTL8,P4,Mid,13.415,1.159
METTL8,P5,Pre,51.697,1.722
METTL8,P5,Mid,31.025,1.505
METTL8,P6,Pre,57.443,1.767
METTL8,P6,Mid,38.92,1.601
METTL8,P7,Pre,28.761,1.474
METTL8,P7,Mid,23.808,1.395
METTL8,P8,Pre,60.753,1.791
METTL8,P8,Mid,39.774,1.61
METTL8,P9,Pre,84.385,1.931
METTL8,P9,Mid,51.468,1.72
MGST1,P1,Pre,0.782,0.251
MGST1,P1,Mid,0,0
MGST1,P2,Pre,1.411,0.382
MGST1,P2,Mid,0,0
MGST1,P3,Pre,0.249,0.097
MGST1,P3,Mid,0,0
MGST1,P4,Pre,0,0
MGST1,P4,Mid,0,0
MGST1,P5,Pre,0.414,0.15
MGST1,P5,Mid,0,0
MGST1,P6,Pre,0,0
MGST1,P6,Mid,0.638,0.214
MGST1,P7,Pre,0.486,0.172
MGST1,P7,Mid,0.467,0.166
MGST1,P8,Pre,0.249,0.097
MGST1,P8,Mid,0,0
MGST1,P9,Pre,0,0
MGST1,P9,Mid,0,0
MGST2,P1,Pre,30.89,1.504
MGST2,P1,Mid,11.111,1.083
MGST2,P2,Pre,25.689,1.426
MGST2,P2,Mid,16.504,1.243
MGST2,P3,Pre,16.705,1.248
MGST2,P3,Mid,11.118,1.083
MGST2,P4,Pre,25.863,1.429
MGST2,P4,Mid,16.098,1.233
MGST2,P5,Pre,16.129,1.234
MGST2,P5,Mid,6.005,0.845
MGST2,P6,Pre,41.203,1.625
MGST2,P6,Mid,12.761,1.139
MGST2,P7,Pre,10.451,1.059
MGST2,P7,Mid,8.403,0.973
MGST2,P8,Pre,20.417,1.331
MGST2,P8,Mid,13.842,1.171
MGST2,P9,Pre,24.548,1.407
MGST2,P9,Mid,15.984,1.23
MIA,P1,Pre,0.782,0.251
MIA,P1,Mid,0,0
MIA,P2,Pre,0,0
MIA,P2,Mid,1.031,0.308
MIA,P3,Pre,0,0
MIA,P3,Mid,0,0
MIA,P4,Pre,0.546,0.189
MIA,P4,Mid,5.366,0.804
MIA,P5,Pre,0.414,0.15
MIA,P5,Mid,2.002,0.477
MIA,P6,Pre,0,0
MIA,P6,Mid,0,0
MIA,P7,Pre,0.243,0.094
MIA,P7,Mid,0.467,0.166
MIA,P8,Pre,0.249,0.097
MIA,P8,Mid,0.35,0.13
MIA,P9,Pre,0.384,0.141
MIA,P9,Mid,0.32,0.12
MICU3,P1,Pre,2.346,0.525
MICU3,P1,Mid,0,0
MICU3,P2,Pre,2.541,0.549
MICU3,P2,Mid,4.126,0.71
MICU3,P3,Pre,1.496,0.397
MICU3,P3,Mid,5.559,0.817
MICU3,P4,Pre,1.275,0.357
MICU3,P4,Mid,2.683,0.566
MICU3,P5,Pre,4.963,0.775
MICU3,P5,Mid,1.001,0.301
MICU3,P6,Pre,0.301,0.114
MICU3,P6,Mid,4.466,0.738
MICU3,P7,Pre,3.889,0.689
MICU3,P7,Mid,2.334,0.523
MICU3,P8,Pre,0.996,0.3
MICU3,P8,Mid,3.329,0.636
MICU3,P9,Pre,1.534,0.404
MICU3,P9,Mid,1.598,0.415
MINDY2,P1,Pre,97.754,1.995
MINDY2,P1,Mid,26.666,1.442
MINDY2,P2,Pre,65.211,1.821
MINDY2,P2,Mid,36.102,1.569
MINDY2,P3,Pre,46.874,1.68
MINDY2,P3,Mid,44.472,1.658
MINDY2,P4,Pre,36.063,1.569
MINDY2,P4,Mid,26.831,1.445
MINDY2,P5,Pre,52.938,1.732
MINDY2,P5,Mid,33.026,1.532
MINDY2,P6,Pre,36.992,1.58
MINDY2,P6,Mid,29.349,1.482
MINDY2,P7,Pre,39.293,1.605
MINDY2,P7,Mid,30.344,1.496
MINDY2,P8,Pre,53.283,1.735
MINDY2,P8,Mid,47.133,1.682
MINDY2,P9,Pre,64.439,1.816
MINDY2,P9,Mid,70.969,1.857
MIR3142HG,P1,Pre,9.775,1.032
MIR3142HG,P1,Mid,4.444,0.736
MIR3142HG,P2,Pre,12.986,1.146
MIR3142HG,P2,Mid,5.157,0.789
MIR3142HG,P3,Pre,16.206,1.236
MIR3142HG,P3,Mid,9.728,1.031
MIR3142HG,P4,Pre,6.739,0.889
MIR3142HG,P4,Mid,3.577,0.661
MIR3142HG,P5,Pre,18.197,1.283
MIR3142HG,P5,Mid,10.008,1.042
MIR3142HG,P6,Pre,25.865,1.429
MIR3142HG,P6,Mid,4.466,0.738
MIR3142HG,P7,Pre,9.317,1.014
MIR3142HG,P7,Mid,6.769,0.89
MIR3142HG,P8,Pre,17.927,1.277
MIR3142HG,P8,Mid,10.338,1.055
MIR3142HG,P9,Pre,26.083,1.433
MIR3142HG,P9,Mid,21.738,1.357
MKI67,P1,Pre,5.083,0.784
MKI67,P1,Mid,0,0
MKI67,P2,Pre,5.928,0.841
MKI67,P2,Mid,0,0
MKI67,P3,Pre,7.729,0.941
MKI67,P3,Mid,0,0
MKI67,P4,Pre,2.914,0.593
MKI67,P4,Mid,0.894,0.277
MKI67,P5,Pre,8.685,0.986
MKI67,P5,Mid,4.003,0.699
MKI67,P6,Pre,4.211,0.717
MKI67,P6,Mid,0,0
MKI67,P7,Pre,5.185,0.791
MKI67,P7,Mid,1.4,0.38
MKI67,P8,Pre,3.237,0.627
MKI67,P8,Mid,2.278,0.516
MKI67,P9,Pre,4.603,0.748
MKI67,P9,Mid,9.91,1.038
MMP1,P1,Pre,0,0
MMP1,P1,Mid,0,0
MMP1,P2,Pre,1.694,0.43
MMP1,P2,Mid,0,0
MMP1,P3,Pre,0.249,0.097
MMP1,P3,Mid,0,0
MMP1,P4,Pre,0,0
MMP1,P4,Mid,0,0
MMP1,P5,Pre,2.068,0.487
MMP1,P5,Mid,2.002,0.477
MMP1,P6,Pre,0,0
MMP1,P6,Mid,0,0
MMP1,P7,Pre,0.729,0.238
MMP1,P7,Mid,0,0
MMP1,P8,Pre,0,0
MMP1,P8,Mid,0,0
MMP1,P9,Pre,0.384,0.141
MMP1,P9,Mid,0,0
MMP25-AS1,P1,Pre,27.762,1.459
MMP25-AS1,P1,Mid,33.333,1.536
MMP25-AS1,P2,Pre,7.622,0.936
MMP25-AS1,P2,Mid,10.315,1.054
MMP25-AS1,P3,Pre,18.949,1.3
MMP25-AS1,P3,Mid,34.744,1.553
MMP25-AS1,P4,Pre,11.292,1.09
MMP25-AS1,P4,Mid,7.155,0.911
MMP25-AS1,P5,Pre,9.512,1.022
MMP25-AS1,P5,Mid,9.007,1
MMP25-AS1,P6,Pre,21.955,1.361
MMP25-AS1,P6,Mid,8.294,0.968
MMP25-AS1,P7,Pre,12.477,1.13
MMP25-AS1,P7,Mid,14.472,1.19
MMP25-AS1,P8,Pre,10.955,1.078
MMP25-AS1,P8,Mid,10.863,1.074
MMP25-AS1,P9,Pre,19.178,1.305
MMP25-AS1,P9,Mid,28.132,1.464
MPG,P1,Pre,68.819,1.844
MPG,P1,Mid,64.443,1.816
MPG,P2,Pre,96.263,1.988
MPG,P2,Mid,63.952,1.813
MPG,P3,Pre,103.471,2.019
MPG,P3,Mid,55.59,1.753
MPG,P4,Pre,93.618,1.976
MPG,P4,Mid,101.062,2.009
MPG,P5,Pre,87.678,1.948
MPG,P5,Mid,84.067,1.93
MPG,P6,Pre,83.909,1.929
MPG,P6,Mid,65.079,1.82
MPG,P7,Pre,78.343,1.9
MPG,P7,Mid,73.058,1.87
MPG,P8,Pre,122.253,2.091
MPG,P8,Mid,84.453,1.932
MPG,P9,Pre,86.302,1.941
MPG,P9,Mid,66.813,1.831
MPST,P1,Pre,42.621,1.64
MPST,P1,Mid,11.111,1.083
MPST,P2,Pre,50.249,1.71
MPST,P2,Mid,40.228,1.615
MPST,P3,Pre,62.581,1.803
MPST,P3,Mid,25.016,1.415
MPST,P4,Pre,48.813,1.697
MPST,P4,Mid,38.457,1.596
MPST,P5,Pre,43.839,1.652
MPST,P5,Mid,20.016,1.323
MPST,P6,Pre,37.293,1.583
MPST,P6,Mid,15.313,1.213
MPST,P7,Pre,36.62,1.575
MPST,P7,Mid,28.243,1.466
MPST,P8,Pre,31.621,1.514
MPST,P8,Mid,20.851,1.339
MPST,P9,Pre,30.685,1.501
MPST,P9,Mid,24.615,1.408
MPZL2,P1,Pre,8.602,0.982
MPZL2,P1,Mid,24.444,1.406
MPZL2,P2,Pre,8.751,0.989
MPZL2,P2,Mid,18.567,1.292
MPZL2,P3,Pre,8.477,0.977
MPZL2,P3,Mid,22.236,1.366
MPZL2,P4,Pre,10.2,1.049
MPZL2,P4,Mid,19.676,1.315
MPZL2,P5,Pre,21.92,1.36
MPZL2,P5,Mid,40.032,1.613
MPZL2,P6,Pre,8.12,0.96
MPZL2,P6,Mid,12.761,1.139
MPZL2,P7,Pre,14.421,1.188
MPZL2,P7,Mid,12.138,1.119
MPZL2,P8,Pre,7.221,0.915
MPZL2,P8,Mid,11.214,1.087
MPZL2,P9,Pre,18.411,1.288
MPZL2,P9,Mid,39.64,1.609
MPZL3,P1,Pre,150.932,2.182
MPZL3,P1,Mid,91.109,1.964
MPZL3,P2,Pre,59,1.778
MPZL3,P2,Mid,87.676,1.948
MPZL3,P3,Pre,87.514,1.947
MPZL3,P3,Mid,87.554,1.947
MPZL3,P4,Pre,65.023,1.82
MPZL3,P4,Mid,89.436,1.956
MPZL3,P5,Pre,81.474,1.916
MPZL3,P5,Mid,131.105,2.121
MPZL3,P6,Pre,79.398,1.905
MPZL3,P6,Mid,44.024,1.653
MPZL3,P7,Pre,110.264,2.046
MPZL3,P7,Mid,86.83,1.944
MPZL3,P8,Pre,70.712,1.856
MPZL3,P8,Mid,68.509,1.842
MPZL3,P9,Pre,107.399,2.035
MPZL3,P9,Mid,108.691,2.04
MRPL10,P1,Pre,49.268,1.701
MRPL10,P1,Mid,22.222,1.366
MRPL10,P2,Pre,57.589,1.768
MRPL10,P2,Mid,28.881,1.475
MRPL10,P3,Pre,46.874,1.68
MRPL10,P3,Mid,13.898,1.173
MRPL10,P4,Pre,32.967,1.531
MRPL10,P4,Mid,11.627,1.101
MRPL10,P5,Pre,35.567,1.563
MRPL10,P5,Mid,34.027,1.544
MRPL10,P6,Pre,29.474,1.484
MRPL10,P6,Mid,21.055,1.344
MRPL10,P7,Pre,32.569,1.526
MRPL10,P7,Mid,23.341,1.386
MRPL10,P8,Pre,58.761,1.776
MRPL10,P8,Mid,47.483,1.686
MRPL10,P9,Pre,47.179,1.683
MRPL10,P9,Mid,29.41,1.483
MS4A6A,P1,Pre,0.782,0.251
MS4A6A,P1,Mid,0,0
MS4A6A,P2,Pre,3.105,0.613
MS4A6A,P2,Mid,0,0
MS4A6A,P3,Pre,0.499,0.176
MS4A6A,P3,Mid,2.78,0.577
MS4A6A,P4,Pre,2.186,0.503
MS4A6A,P4,Mid,0.894,0.277
MS4A6A,P5,Pre,48.802,1.697
MS4A6A,P5,Mid,3.002,0.602
MS4A6A,P6,Pre,4.511,0.741
MS4A6A,P6,Mid,0,0
MS4A6A,P7,Pre,0.486,0.172
MS4A6A,P7,Mid,0.233,0.091
MS4A6A,P8,Pre,3.486,0.652
MS4A6A,P8,Mid,1.402,0.381
MS4A6A,P9,Pre,4.603,0.748
MS4A6A,P9,Mid,0,0
MSI2,P1,Pre,93.453,1.975
MSI2,P1,Mid,17.777,1.274
MSI2,P2,Pre,149.335,2.177
MSI2,P2,Mid,50.542,1.712
MSI2,P3,Pre,117.932,2.075
MSI2,P3,Mid,52.811,1.731
MSI2,P4,Pre,78.501,1.9
MSI2,P4,Mid,33.091,1.533
MSI2,P5,Pre,66.172,1.827
MSI2,P5,Mid,45.036,1.663
MSI2,P6,Pre,71.278,1.859
MSI2,P6,Mid,41.472,1.628
MSI2,P7,Pre,58.413,1.774
MSI2,P7,Mid,52.285,1.727
MSI2,P8,Pre,114.036,2.061
MSI2,P8,Mid,85.329,1.936
MSI2,P9,Pre,124.659,2.099
MSI2,P9,Mid,137.781,2.142
MSRB3,P1,Pre,0.782,0.251
MSRB3,P1,Mid,0,0
MSRB3,P2,Pre,0,0
MSRB3,P2,Mid,0,0
MSRB3,P3,Pre,0,0
MSRB3,P3,Mid,0,0
MSRB3,P4,Pre,0,0
MSRB3,P4,Mid,0,0
MSRB3,P5,Pre,0,0
MSRB3,P5,Mid,0,0
MSRB3,P6,Pre,0,0
MSRB3,P6,Mid,0,0
MSRB3,P7,Pre,0.081,0.034
MSRB3,P7,Mid,0.233,0.091
MSRB3,P8,Pre,0,0
MSRB3,P8,Mid,0,0
MSRB3,P9,Pre,0,0
MSRB3,P9,Mid,0,0
MT1B,P1,Pre,0,0
MT1B,P1,Mid,0,0
MT1B,P2,Pre,0,0
MT1B,P2,Mid,0,0
MT1B,P3,Pre,0,0
MT1B,P3,Mid,0,0
MT1B,P4,Pre,0,0
MT1B,P4,Mid,0,0
MT1B,P5,Pre,0,0
MT1B,P5,Mid,0,0
MT1B,P6,Pre,0,0
MT1B,P6,Mid,0,0
MT1B,P7,Pre,0,0
MT1B,P7,Mid,0,0
MT1B,P8,Pre,0,0
MT1B,P8,Mid,0,0
MT1B,P9,Pre,0,0
MT1B,P9,Mid,0,0
MT1E,P1,Pre,55.524,1.752
MT1E,P1,Mid,6.667,0.885
MT1E,P2,Pre,53.919,1.74
MT1E,P2,Mid,5.157,0.789
MT1E,P3,Pre,42.635,1.64
MT1E,P3,Mid,1.39,0.378
MT1E,P4,Pre,28.778,1.474
MT1E,P4,Mid,11.627,1.101
MT1E,P5,Pre,38.876,1.601
MT1E,P5,Mid,15.012,1.204
MT1E,P6,Pre,40.601,1.619
MT1E,P6,Mid,91.876,1.968
MT1E,P7,Pre,14.259,1.184
MT1E,P7,Mid,7.236,0.916
MT1E,P8,Pre,61.5,1.796
MT1E,P8,Mid,19.449,1.311
MT1E,P9,Pre,23.398,1.387
MT1E,P9,Mid,21.738,1.357
MT1G,P1,Pre,6.647,0.884
MT1G,P1,Mid,0,0
MT1G,P2,Pre,3.388,0.642
MT1G,P2,Mid,0,0
MT1G,P3,Pre,0.499,0.176
MT1G,P3,Mid,0,0
MT1G,P4,Pre,0.182,0.073
MT1G,P4,Mid,0,0
MT1G,P5,Pre,2.068,0.487
MT1G,P5,Mid,0,0
MT1G,P6,Pre,0,0
MT1G,P6,Mid,3.828,0.684
MT1G,P7,Pre,1.701,0.432
MT1G,P7,Mid,0.467,0.166
MT1G,P8,Pre,5.727,0.828
MT1G,P8,Mid,1.051,0.312
MT1G,P9,Pre,0.384,0.141
MT1G,P9,Mid,2.238,0.51
MT2A,P1,Pre,635.399,2.804
MT2A,P1,Mid,226.661,2.357
MT2A,P2,Pre,676.102,2.831
MT2A,P2,Mid,176.383,2.249
MT2A,P3,Pre,245.339,2.392
MT2A,P3,Mid,105.621,2.028
MT2A,P4,Pre,344.785,2.539
MT2A,P4,Mid,158.301,2.202
MT2A,P5,Pre,320.935,2.508
MT2A,P5,Mid,282.226,2.452
MT2A,P6,Pre,609.321,2.786
MT2A,P6,Mid,692.897,2.841
MT2A,P7,Pre,161.709,2.211
MT2A,P7,Mid,128.611,2.113
MT2A,P8,Pre,698.658,2.845
MT2A,P8,Mid,242.322,2.386
MT2A,P9,Pre,141.536,2.154
MT2A,P9,Mid,101.977,2.013
MTHFD1L,P1,Pre,10.557,1.063
MTHFD1L,P1,Mid,6.667,0.885
MTHFD1L,P2,Pre,8.187,0.963
MTHFD1L,P2,Mid,5.157,0.789
MTHFD1L,P3,Pre,7.48,0.928
MTHFD1L,P3,Mid,9.728,1.031
MTHFD1L,P4,Pre,7.65,0.937
MTHFD1L,P4,Mid,5.366,0.804
MTHFD1L,P5,Pre,13.648,1.166
MTHFD1L,P5,Mid,2.002,0.477
MTHFD1L,P6,Pre,6.917,0.899
