gene,patient,treatment,cpm,log10cpm
SMPDL3A,P3,Mid,0,0
SMPDL3A,P4,Pre,0,0
SMPDL3A,P4,Mid,0,0
SMPDL3A,P5,Pre,2.068,0.487
SMPDL3A,P5,Mid,0,0
SMPDL3A,P6,Pre,0,0
SMPDL3A,P6,Mid,0,0
SMPDL3A,P7,Pre,0,0
SMPDL3A,P7,Mid,0,0
SMPDL3A,P8,Pre,0,0
SMPDL3A,P8,Mid,0,0
SMPDL3A,P9,Pre,0,0
SMPDL3A,P9,Mid,0,0
SNX10,P1,Pre,4.301,0.724
SNX10,P1,Mid,4.444,0.736
SNX10,P2,Pre,4.517,0.742
SNX10,P2,Mid,7.22,0.915
SNX10,P3,Pre,5.984,0.844
SNX10,P3,Mid,9.728,1.031
SNX10,P4,Pre,4.553,0.745
SNX10,P4,Mid,7.155,0.911
SNX10,P5,Pre,11.167,1.085
SNX10,P5,Mid,14.011,1.176
SNX10,P6,Pre,3.308,0.634
SNX10,P6,Mid,11.484,1.096
SNX10,P7,Pre,4.942,0.774
SNX10,P7,Mid,6.536,0.877
SNX10,P8,Pre,3.735,0.675
SNX10,P8,Mid,3.154,0.618
SNX10,P9,Pre,5.753,0.83
SNX10,P9,Mid,8.951,0.998
SNX9,P1,Pre,331.581,2.522
SNX9,P1,Mid,86.665,1.943
SNX9,P2,Pre,227.532,2.359
SNX9,P2,Mid,86.644,1.943
SNX9,P3,Pre,83.276,1.926
SNX9,P3,Mid,88.944,1.954
SNX9,P4,Pre,84.511,1.932
SNX9,P4,Mid,48.295,1.693
SNX9,P5,Pre,95.95,1.987
SNX9,P5,Mid,77.062,1.892
SNX9,P6,Pre,91.729,1.967
SNX9,P6,Mid,50.404,1.711
SNX9,P7,Pre,44.073,1.654
SNX9,P7,Mid,36.646,1.576
SNX9,P8,Pre,146.155,2.168
SNX9,P8,Mid,129.133,2.114
SNX9,P9,Pre,82.85,1.924
SNX9,P9,Mid,159.2,2.205
SOCS1,P1,Pre,163.835,2.217
SOCS1,P1,Mid,68.887,1.844
SOCS1,P2,Pre,91.182,1.965
SOCS1,P2,Mid,73.235,1.871
SOCS1,P3,Pre,25.182,1.418
SOCS1,P3,Mid,29.185,1.48
SOCS1,P4,Pre,55.37,1.751
SOCS1,P4,Mid,77.809,1.897
SOCS1,P5,Pre,74.857,1.88
SOCS1,P5,Mid,70.056,1.852
SOCS1,P6,Pre,65.564,1.823
SOCS1,P6,Mid,87.41,1.946
SOCS1,P7,Pre,42.696,1.64
SOCS1,P7,Mid,47.15,1.683
SOCS1,P8,Pre,55.773,1.754
SOCS1,P8,Mid,65.18,1.821
SOCS1,P9,Pre,54.466,1.744
SOCS1,P9,Mid,42.837,1.642
SOCS2,P1,Pre,8.602,0.982
SOCS2,P1,Mid,6.667,0.885
SOCS2,P2,Pre,8.751,0.989
SOCS2,P2,Mid,1.031,0.308
SOCS2,P3,Pre,7.48,0.928
SOCS2,P3,Mid,4.169,0.713
SOCS2,P4,Pre,3.643,0.667
SOCS2,P4,Mid,3.577,0.661
SOCS2,P5,Pre,4.549,0.744
SOCS2,P5,Mid,4.003,0.699
SOCS2,P6,Pre,4.511,0.741
SOCS2,P6,Mid,3.828,0.684
SOCS2,P7,Pre,2.268,0.514
SOCS2,P7,Mid,1.167,0.336
SOCS2,P8,Pre,6.225,0.859
SOCS2,P8,Mid,8.936,0.997
SOCS2,P9,Pre,2.301,0.519
SOCS2,P9,Mid,7.353,0.922
SOCS3,P1,Pre,17.987,1.278
SOCS3,P1,Mid,13.333,1.156
SOCS3,P2,Pre,17.785,1.274
SOCS3,P2,Mid,9.283,1.012
SOCS3,P3,Pre,6.981,0.902
SOCS3,P3,Mid,9.728,1.031
SOCS3,P4,Pre,19.671,1.315
SOCS3,P4,Mid,8.944,0.998
SOCS3,P5,Pre,17.784,1.274
SOCS3,P5,Mid,16.013,1.231
SOCS3,P6,Pre,20.15,1.325
SOCS3,P6,Mid,14.675,1.195
SOCS3,P7,Pre,7.616,0.935
SOCS3,P7,Mid,6.769,0.89
SOCS3,P8,Pre,13.943,1.174
SOCS3,P8,Mid,9.987,1.041
SOCS3,P9,Pre,11.123,1.084
SOCS3,P9,Mid,3.197,0.623
SORL1,P1,Pre,75.075,1.881
SORL1,P1,Mid,48.888,1.698
SORL1,P2,Pre,113.201,2.058
SORL1,P2,Mid,89.739,1.958
SORL1,P3,Pre,63.329,1.808
SORL1,P3,Mid,97.283,1.992
SORL1,P4,Pre,79.229,1.904
SORL1,P4,Mid,29.514,1.484
SORL1,P5,Pre,63.277,1.808
SORL1,P5,Mid,41.033,1.624
SORL1,P6,Pre,27.068,1.448
SORL1,P6,Mid,74.011,1.875
SORL1,P7,Pre,69.107,1.846
SORL1,P7,Mid,56.019,1.756
SORL1,P8,Pre,48.055,1.691
SORL1,P8,Mid,62.376,1.802
SORL1,P9,Pre,86.686,1.943
SORL1,P9,Mid,58.821,1.777
SOX4,P1,Pre,127.862,2.11
SOX4,P1,Mid,0,0
SOX4,P2,Pre,51.66,1.721
SOX4,P2,Mid,13.409,1.159
SOX4,P3,Pre,78.289,1.899
SOX4,P3,Mid,6.949,0.9
SOX4,P4,Pre,112.925,2.057
SOX4,P4,Mid,44.718,1.66
SOX4,P5,Pre,107.943,2.037
SOX4,P5,Mid,207.166,2.318
SOX4,P6,Pre,292.63,2.468
SOX4,P6,Mid,25.521,1.424
SOX4,P7,Pre,51.122,1.717
SOX4,P7,Mid,24.042,1.399
SOX4,P8,Pre,87.394,1.946
SOX4,P8,Mid,54.667,1.746
SOX4,P9,Pre,165.701,2.222
SOX4,P9,Mid,216.422,2.337
SPON2,P1,Pre,32.845,1.529
SPON2,P1,Mid,2.222,0.508
SPON2,P2,Pre,17.502,1.267
SPON2,P2,Mid,7.22,0.915
SPON2,P3,Pre,4.987,0.777
SPON2,P3,Mid,9.728,1.031
SPON2,P4,Pre,5.828,0.834
SPON2,P4,Mid,3.577,0.661
SPON2,P5,Pre,4.963,0.775
SPON2,P5,Mid,3.002,0.602
SPON2,P6,Pre,11.128,1.084
SPON2,P6,Mid,3.828,0.684
SPON2,P7,Pre,3.889,0.689
SPON2,P7,Mid,6.536,0.877
SPON2,P8,Pre,7.221,0.915
SPON2,P8,Mid,6.308,0.864
SPON2,P9,Pre,4.986,0.777
SPON2,P9,Mid,2.877,0.589
SPP1,P1,Pre,0.391,0.143
SPP1,P1,Mid,0,0
SPP1,P2,Pre,0.847,0.266
SPP1,P2,Mid,0,0
SPP1,P3,Pre,0,0
SPP1,P3,Mid,0,0
SPP1,P4,Pre,0,0
SPP1,P4,Mid,0,0
SPP1,P5,Pre,0.414,0.15
SPP1,P5,Mid,0,0
SPP1,P6,Pre,0,0
SPP1,P6,Mid,0,0
SPP1,P7,Pre,0.324,0.122
SPP1,P7,Mid,0,0
SPP1,P8,Pre,0,0
SPP1,P8,Mid,0.175,0.07
SPP1,P9,Pre,0,0
SPP1,P9,Mid,0,0
SPRR2A,P1,Pre,0,0
SPRR2A,P1,Mid,0,0
SPRR2A,P2,Pre,0.847,0.266
SPRR2A,P2,Mid,0,0
SPRR2A,P3,Pre,0.249,0.097
SPRR2A,P3,Mid,0,0
SPRR2A,P4,Pre,0.182,0.073
SPRR2A,P4,Mid,0,0
SPRR2A,P5,Pre,0,0
SPRR2A,P5,Mid,0,0
SPRR2A,P6,Pre,0,0
SPRR2A,P6,Mid,0,0
SPRR2A,P7,Pre,0.243,0.094
SPRR2A,P7,Mid,0.934,0.286
SPRR2A,P8,Pre,2.241,0.511
SPRR2A,P8,Mid,0,0
SPRR2A,P9,Pre,0,0
SPRR2A,P9,Mid,0.959,0.292
SPRY1,P1,Pre,21.506,1.352
SPRY1,P1,Mid,4.444,0.736
SPRY1,P2,Pre,23.431,1.388
SPRY1,P2,Mid,30.944,1.504
SPRY1,P3,Pre,6.483,0.874
SPRY1,P3,Mid,5.559,0.817
SPRY1,P4,Pre,4.553,0.745
SPRY1,P4,Mid,0,0
SPRY1,P5,Pre,9.512,1.022
SPRY1,P5,Mid,34.027,1.544
SPRY1,P6,Pre,2.105,0.492
SPRY1,P6,Mid,1.276,0.357
SPRY1,P7,Pre,1.863,0.457
SPRY1,P7,Mid,4.668,0.753
SPRY1,P8,Pre,8.217,0.965
SPRY1,P8,Mid,7.184,0.913
SPRY1,P9,Pre,7.671,0.938
SPRY1,P9,Mid,13.107,1.149
SQLE,P1,Pre,32.454,1.524
SQLE,P1,Mid,64.443,1.816
SQLE,P2,Pre,14.397,1.187
SQLE,P2,Mid,21.661,1.355
SQLE,P3,Pre,37.399,1.584
SQLE,P3,Mid,58.37,1.774
SQLE,P4,Pre,19.853,1.319
SQLE,P4,Mid,50.084,1.708
SQLE,P5,Pre,31.018,1.505
SQLE,P5,Mid,24.019,1.398
SQLE,P6,Pre,36.391,1.573
SQLE,P6,Mid,27.435,1.454
SQLE,P7,Pre,29.004,1.477
SQLE,P7,Mid,24.275,1.403
SQLE,P8,Pre,27.14,1.449
SQLE,P8,Mid,27.684,1.458
SQLE,P9,Pre,21.863,1.359
SQLE,P9,Mid,33.566,1.539
SRGAP3,P1,Pre,12.903,1.143
SRGAP3,P1,Mid,2.222,0.508
SRGAP3,P2,Pre,9.316,1.014
SRGAP3,P2,Mid,9.283,1.012
SRGAP3,P3,Pre,4.488,0.739
SRGAP3,P3,Mid,9.728,1.031
SRGAP3,P4,Pre,3.643,0.667
SRGAP3,P4,Mid,2.683,0.566
SRGAP3,P5,Pre,12.407,1.127
SRGAP3,P5,Mid,17.014,1.256
SRGAP3,P6,Pre,5.113,0.786
SRGAP3,P6,Mid,1.276,0.357
SRGAP3,P7,Pre,4.861,0.768
SRGAP3,P7,Mid,4.902,0.771
SRGAP3,P8,Pre,5.976,0.844
SRGAP3,P8,Mid,3.855,0.686
SRGAP3,P9,Pre,10.356,1.055
SRGAP3,P9,Mid,16.943,1.254
SRGN,P1,Pre,4361.77,3.64
SRGN,P1,Mid,1824.4,3.261
SRGN,P2,Pre,2892.983,3.461
SRGN,P2,Mid,2135.161,3.33
SRGN,P3,Pre,2403.277,3.381
SRGN,P3,Mid,922.795,2.966
SRGN,P4,Pre,2018.985,3.305
SRGN,P4,Mid,1556.178,3.192
SRGN,P5,Pre,2007.082,3.303
SRGN,P5,Mid,1506.205,3.178
SRGN,P6,Pre,2540.14,3.405
SRGN,P6,Mid,1436.836,3.158
SRGN,P7,Pre,1455.141,3.163
SRGN,P7,Mid,1432.926,3.157
SRGN,P8,Pre,3219.652,3.508
SRGN,P8,Mid,2691.82,3.43
SRGN,P9,Pre,1784.35,3.252
SRGN,P9,Mid,1766.862,3.247
ST3GAL1,P1,Pre,98.145,1.996
ST3GAL1,P1,Mid,26.666,1.442
ST3GAL1,P2,Pre,61.823,1.798
ST3GAL1,P2,Mid,18.567,1.292
ST3GAL1,P3,Pre,33.909,1.543
ST3GAL1,P3,Mid,16.677,1.247
ST3GAL1,P4,Pre,22.221,1.366
ST3GAL1,P4,Mid,6.26,0.861
ST3GAL1,P5,Pre,19.438,1.31
ST3GAL1,P5,Mid,20.016,1.323
ST3GAL1,P6,Pre,27.368,1.453
ST3GAL1,P6,Mid,12.761,1.139
ST3GAL1,P7,Pre,16.527,1.244
ST3GAL1,P7,Mid,12.138,1.119
ST3GAL1,P8,Pre,46.312,1.675
ST3GAL1,P8,Mid,32.765,1.528
ST3GAL1,P9,Pre,44.877,1.662
ST3GAL1,P9,Mid,45.714,1.669
ST3GAL5,P1,Pre,19.942,1.321
ST3GAL5,P1,Mid,26.666,1.442
ST3GAL5,P2,Pre,13.268,1.154
ST3GAL5,P2,Mid,30.944,1.504
ST3GAL5,P3,Pre,26.927,1.446
ST3GAL5,P3,Mid,20.846,1.339
ST3GAL5,P4,Pre,16.21,1.236
ST3GAL5,P4,Mid,16.098,1.233
ST3GAL5,P5,Pre,23.987,1.398
ST3GAL5,P5,Mid,33.026,1.532
ST3GAL5,P6,Pre,20.15,1.325
ST3GAL5,P6,Mid,15.951,1.229
ST3GAL5,P7,Pre,19.363,1.309
ST3GAL5,P7,Mid,19.84,1.319
ST3GAL5,P8,Pre,17.18,1.26
ST3GAL5,P8,Mid,16.295,1.238
ST3GAL5,P9,Pre,33.37,1.536
ST3GAL5,P9,Mid,38.681,1.599
STAM,P1,Pre,75.075,1.881
STAM,P1,Mid,75.554,1.884
STAM,P2,Pre,76.22,1.888
STAM,P2,Mid,51.574,1.721
STAM,P3,Pre,63.329,1.808
STAM,P3,Mid,98.672,1.999
STAM,P4,Pre,81.597,1.917
STAM,P4,Mid,74.231,1.876
STAM,P5,Pre,79.407,1.905
STAM,P5,Mid,51.041,1.716
STAM,P6,Pre,59.549,1.782
STAM,P6,Mid,63.803,1.812
STAM,P7,Pre,70.566,1.855
STAM,P7,Mid,49.017,1.699
STAM,P8,Pre,72.704,1.867
STAM,P8,Mid,87.958,1.949
STAM,P9,Pre,97.426,1.993
STAM,P9,Mid,149.929,2.179
STAT5B,P1,Pre,116.131,2.069
STAT5B,P1,Mid,57.776,1.769
STAT5B,P2,Pre,84.972,1.934
STAT5B,P2,Mid,63.952,1.813
STAT5B,P3,Pre,64.327,1.815
STAT5B,P3,Mid,73.657,1.873
STAT5B,P4,Pre,59.012,1.778
STAT5B,P4,Mid,43.823,1.652
STAT5B,P5,Pre,107.116,2.034
STAT5B,P5,Mid,73.058,1.87
STAT5B,P6,Pre,78.797,1.902
STAT5B,P6,Mid,38.282,1.594
STAT5B,P7,Pre,47.314,1.684
STAT5B,P7,Mid,39.447,1.607
STAT5B,P8,Pre,69.467,1.848
STAT5B,P8,Mid,79.898,1.908
STAT5B,P9,Pre,85.535,1.937
STAT5B,P9,Mid,152.167,2.185
STEAP1B,P1,Pre,0,0
STEAP1B,P1,Mid,0,0
STEAP1B,P2,Pre,0,0
STEAP1B,P2,Mid,0,0
STEAP1B,P3,Pre,0,0
STEAP1B,P3,Mid,0,0
STEAP1B,P4,Pre,0,0
STEAP1B,P4,Mid,0,0
STEAP1B,P5,Pre,0,0
STEAP1B,P5,Mid,0,0
STEAP1B,P6,Pre,0,0
STEAP1B,P6,Mid,0,0
STEAP1B,P7,Pre,0,0
STEAP1B,P7,Mid,0,0
STEAP1B,P8,Pre,0,0
STEAP1B,P8,Mid,0,0
STEAP1B,P9,Pre,0,0
STEAP1B,P9,Mid,0,0
SYNPO2,P1,Pre,0.391,0.143
SYNPO2,P1,Mid,0,0
SYNPO2,P2,Pre,0,0
SYNPO2,P2,Mid,0,0
SYNPO2,P3,Pre,0.249,0.097
SYNPO2,P3,Mid,0,0
SYNPO2,P4,Pre,1.275,0.357
SYNPO2,P4,Mid,1.789,0.445
SYNPO2,P5,Pre,0,0
SYNPO2,P5,Mid,0,0
SYNPO2,P6,Pre,0.602,0.205
SYNPO2,P6,Mid,1.276,0.357
SYNPO2,P7,Pre,1.053,0.312
SYNPO2,P7,Mid,0.467,0.166
SYNPO2,P8,Pre,0.249,0.097
SYNPO2,P8,Mid,0.175,0.07
SYNPO2,P9,Pre,0.767,0.247
SYNPO2,P9,Mid,0.639,0.215
SYTL3,P1,Pre,304.601,2.485
SYTL3,P1,Mid,48.888,1.698
SYTL3,P2,Pre,212.852,2.33
SYTL3,P2,Mid,57.763,1.769
SYTL3,P3,Pre,110.203,2.046
SYTL3,P3,Mid,45.862,1.671
SYTL3,P4,Pre,79.047,1.903
SYTL3,P4,Mid,33.091,1.533
SYTL3,P5,Pre,89.332,1.956
SYTL3,P5,Mid,119.095,2.08
SYTL3,P6,Pre,60.451,1.789
SYTL3,P6,Mid,26.159,1.434
SYTL3,P7,Pre,45.693,1.669
SYTL3,P7,Mid,37.113,1.581
SYTL3,P8,Pre,156.613,2.198
SYTL3,P8,Mid,91.287,1.965
SYTL3,P9,Pre,73.261,1.871
SYTL3,P9,Mid,84.395,1.931
TAGLN,P1,Pre,3.519,0.655
TAGLN,P1,Mid,0,0
TAGLN,P2,Pre,2.258,0.513
TAGLN,P2,Mid,5.157,0.789
TAGLN,P3,Pre,2.743,0.573
TAGLN,P3,Mid,5.559,0.817
TAGLN,P4,Pre,3.461,0.649
TAGLN,P4,Mid,0.894,0.277
TAGLN,P5,Pre,3.722,0.674
TAGLN,P5,Mid,1.001,0.301
TAGLN,P6,Pre,3.008,0.603
TAGLN,P6,Mid,0.638,0.214
TAGLN,P7,Pre,1.377,0.376
TAGLN,P7,Mid,0.7,0.231
TAGLN,P8,Pre,3.735,0.675
TAGLN,P8,Mid,2.103,0.492
TAGLN,P9,Pre,3.452,0.649
TAGLN,P9,Mid,1.918,0.465
TBC1D9,P1,Pre,0.391,0.143
TBC1D9,P1,Mid,0,0
TBC1D9,P2,Pre,0.847,0.266
TBC1D9,P2,Mid,0,0
TBC1D9,P3,Pre,0.249,0.097
TBC1D9,P3,Mid,0,0
TBC1D9,P4,Pre,0,0
TBC1D9,P4,Mid,0,0
TBC1D9,P5,Pre,0,0
TBC1D9,P5,Mid,1.001,0.301
TBC1D9,P6,Pre,0,0
TBC1D9,P6,Mid,0,0
TBC1D9,P7,Pre,0.081,0.034
TBC1D9,P7,Mid,0,0
TBC1D9,P8,Pre,0,0
TBC1D9,P8,Mid,0,0
TBC1D9,P9,Pre,0,0
TBC1D9,P9,Mid,0,0
TBX3,P1,Pre,0,0
TBX3,P1,Mid,0,0
TBX3,P2,Pre,0.282,0.108
TBX3,P2,Mid,0,0
TBX3,P3,Pre,0,0
TBX3,P3,Mid,0,0
TBX3,P4,Pre,0,0
TBX3,P4,Mid,0,0
TBX3,P5,Pre,0,0
TBX3,P5,Mid,0,0
TBX3,P6,Pre,0,0
TBX3,P6,Mid,0,0
TBX3,P7,Pre,0,0
TBX3,P7,Mid,0,0
TBX3,P8,Pre,0,0
TBX3,P8,Mid,0,0
TBX3,P9,Pre,0,0
TBX3,P9,Mid,0,0
TCF7,P1,Pre,56.697,1.761
TCF7,P1,Mid,91.109,1.964
TCF7,P2,Pre,64.646,1.817
TCF7,P2,Mid,51.574,1.721
TCF7,P3,Pre,23.188,1.384
TCF7,P3,Mid,113.96,2.061
TCF7,P4,Pre,82.144,1.92
TCF7,P4,Mid,32.197,1.521
TCF7,P5,Pre,90.987,1.964
TCF7,P5,Mid,46.037,1.672
TCF7,P6,Pre,57.443,1.767
TCF7,P6,Mid,54.87,1.747
TCF7,P7,Pre,37.106,1.581
TCF7,P7,Mid,37.58,1.586
TCF7,P8,Pre,31.123,1.507
TCF7,P8,Mid,48.534,1.695
TCF7,P9,Pre,78.248,1.899
TCF7,P9,Mid,36.124,1.57
TCFL5,P1,Pre,10.557,1.063
TCFL5,P1,Mid,13.333,1.156
TCFL5,P2,Pre,9.88,1.037
TCFL5,P2,Mid,5.157,0.789
TCFL5,P3,Pre,9.724,1.03
TCFL5,P3,Mid,11.118,1.083
TCFL5,P4,Pre,7.103,0.909
TCFL5,P4,Mid,8.944,0.998
TCFL5,P5,Pre,9.512,1.022
TCFL5,P5,Mid,7.006,0.903
TCFL5,P6,Pre,6.316,0.864
TCFL5,P6,Mid,7.018,0.904
TCFL5,P7,Pre,8.507,0.978
TCFL5,P7,Mid,6.769,0.89
TCFL5,P8,Pre,6.972,0.902
TCFL5,P8,Mid,8.235,0.965
TCFL5,P9,Pre,11.507,1.097
TCFL5,P9,Mid,14.705,1.196
TESC,P1,Pre,11.339,1.091
TESC,P1,Mid,0,0
TESC,P2,Pre,13.55,1.163
TESC,P2,Mid,17.535,1.268
TESC,P3,Pre,30.917,1.504
TESC,P3,Mid,5.559,0.817
TESC,P4,Pre,14.753,1.197
TESC,P4,Mid,8.944,0.998
TESC,P5,Pre,12.407,1.127
TESC,P5,Mid,5.004,0.778
TESC,P6,Pre,18.947,1.3
TESC,P6,Mid,5.104,0.786
TESC,P7,Pre,19.849,1.319
TESC,P7,Mid,11.204,1.086
TESC,P8,Pre,12.449,1.129
TESC,P8,Mid,5.607,0.82
TESC,P9,Pre,15.726,1.223
TESC,P9,Mid,17.902,1.277
THBS1,P1,Pre,12.903,1.143
THBS1,P1,Mid,8.889,0.995
THBS1,P2,Pre,10.445,1.059
THBS1,P2,Mid,2.063,0.486
THBS1,P3,Pre,14.212,1.182
THBS1,P3,Mid,5.559,0.817
THBS1,P4,Pre,2.004,0.478
THBS1,P4,Mid,0.894,0.277
THBS1,P5,Pre,8.272,0.967
THBS1,P5,Mid,4.003,0.699
THBS1,P6,Pre,4.511,0.741
THBS1,P6,Mid,4.466,0.738
THBS1,P7,Pre,5.995,0.845
THBS1,P7,Mid,3.501,0.653
THBS1,P8,Pre,3.984,0.698
THBS1,P8,Mid,6.833,0.894
THBS1,P9,Pre,4.986,0.777
THBS1,P9,Mid,5.435,0.809
TIAM1,P1,Pre,23.07,1.381
TIAM1,P1,Mid,20,1.322
TIAM1,P2,Pre,24.842,1.412
TIAM1,P2,Mid,14.441,1.189
TIAM1,P3,Pre,14.461,1.189
TIAM1,P3,Mid,43.082,1.644
TIAM1,P4,Pre,15.664,1.222
TIAM1,P4,Mid,23.253,1.385
TIAM1,P5,Pre,19.852,1.319
TIAM1,P5,Mid,6.005,0.845
TIAM1,P6,Pre,24.06,1.399
TIAM1,P6,Mid,3.828,0.684
TIAM1,P7,Pre,16.284,1.238
TIAM1,P7,Mid,19.14,1.304
TIAM1,P8,Pre,13.943,1.174
TIAM1,P8,Mid,16.295,1.238
TIAM1,P9,Pre,41.425,1.628
TIAM1,P9,Mid,51.149,1.717
TIGIT,P1,Pre,316.331,2.502
TIGIT,P1,Mid,126.664,2.106
TIGIT,P2,Pre,141.996,2.155
TIGIT,P2,Mid,175.351,2.246
TIGIT,P3,Pre,180.015,2.258
TIGIT,P3,Mid,102.842,2.016
TIGIT,P4,Pre,163.194,2.215
TIGIT,P4,Mid,101.062,2.009
TIGIT,P5,Pre,346.163,2.541
TIGIT,P5,Mid,176.141,2.248
TIGIT,P6,Pre,64.361,1.815
TIGIT,P6,Mid,66.355,1.828
TIGIT,P7,Pre,183.422,2.266
TIGIT,P7,Mid,129.545,2.116
TIGIT,P8,Pre,225.582,2.355
TIGIT,P8,Mid,254.061,2.407
TIGIT,P9,Pre,294.962,2.471
TIGIT,P9,Mid,347.49,2.542
TIMP2,P1,Pre,14.859,1.2
TIMP2,P1,Mid,11.111,1.083
TIMP2,P2,Pre,25.689,1.426
TIMP2,P2,Mid,21.661,1.355
TIMP2,P3,Pre,35.654,1.564
TIMP2,P3,Mid,9.728,1.031
TIMP2,P4,Pre,24.406,1.405
TIMP2,P4,Mid,14.31,1.185
TIMP2,P5,Pre,15.716,1.223
TIMP2,P5,Mid,17.014,1.256
TIMP2,P6,Pre,42.707,1.641
TIMP2,P6,Mid,10.846,1.074
TIMP2,P7,Pre,16.284,1.238
TIMP2,P7,Mid,14.238,1.183
TIMP2,P8,Pre,21.662,1.355
TIMP2,P8,Mid,12.615,1.134
TIMP2,P9,Pre,15.343,1.213
TIMP2,P9,Mid,16.943,1.254
TIPARP,P1,Pre,269.018,2.431
TIPARP,P1,Mid,91.109,1.964
TIPARP,P2,Pre,188.575,2.278
TIPARP,P2,Mid,170.194,2.233
TIPARP,P3,Pre,172.286,2.239
TIPARP,P3,Mid,190.396,2.282
TIPARP,P4,Pre,133.142,2.128
TIPARP,P4,Mid,130.576,2.119
TIPARP,P5,Pre,145.165,2.165
TIPARP,P5,Mid,126.101,2.104
TIPARP,P6,Pre,130.225,2.118
TIPARP,P6,Mid,98.256,1.997
TIPARP,P7,Pre,194.44,2.291
TIPARP,P7,Mid,130.245,2.118
TIPARP,P8,Pre,140.18,2.15
TIPARP,P8,Mid,171.71,2.237
TIPARP,P9,Pre,180.66,2.259
TIPARP,P9,Mid,372.106,2.572
TLR8,P1,Pre,0,0
TLR8,P1,Mid,0,0
TLR8,P2,Pre,0,0
TLR8,P2,Mid,0,0
TLR8,P3,Pre,0,0
TLR8,P3,Mid,0,0
TLR8,P4,Pre,0,0
TLR8,P4,Mid,0,0
TLR8,P5,Pre,0,0
TLR8,P5,Mid,0,0
TLR8,P6,Pre,0,0
TLR8,P6,Mid,0,0
TLR8,P7,Pre,0.081,0.034
TLR8,P7,Mid,0,0
TLR8,P8,Pre,0,0
TLR8,P8,Mid,0,0
TLR8,P9,Pre,0,0
TLR8,P9,Mid,0,0
TM4SF1,P1,Pre,0.391,0.143
TM4SF1,P1,Mid,0,0
TM4SF1,P2,Pre,0.282,0.108
TM4SF1,P2,Mid,0,0
TM4SF1,P3,Pre,0.499,0.176
TM4SF1,P3,Mid,0,0
TM4SF1,P4,Pre,0,0
TM4SF1,P4,Mid,0,0
TM4SF1,P5,Pre,1.241,0.35
TM4SF1,P5,Mid,5.004,0.778
TM4SF1,P6,Pre,0,0
TM4SF1,P6,Mid,0,0
TM4SF1,P7,Pre,0.081,0.034
TM4SF1,P7,Mid,0,0
TM4SF1,P8,Pre,0.249,0.097
TM4SF1,P8,Mid,0.175,0.07
TM4SF1,P9,Pre,3.836,0.684
TM4SF1,P9,Mid,0.32,0.12
TMC8,P1,Pre,19.551,1.313
TMC8,P1,Mid,11.111,1.083
TMC8,P2,Pre,22.301,1.367
TMC8,P2,Mid,5.157,0.789
TMC8,P3,Pre,16.456,1.242
TMC8,P3,Mid,2.78,0.577
TMC8,P4,Pre,12.932,1.144
TMC8,P4,Mid,0.894,0.277
TMC8,P5,Pre,15.716,1.223
TMC8,P5,Mid,7.006,0.903
TMC8,P6,Pre,13.233,1.153
TMC8,P6,Mid,5.104,0.786
TMC8,P7,Pre,11.261,1.089
TMC8,P7,Mid,6.069,0.849
TMC8,P8,Pre,13.196,1.152
TMC8,P8,Mid,8.235,0.965
TMC8,P9,Pre,19.945,1.321
TMC8,P9,Mid,12.467,1.129
TMEM150C,P1,Pre,0,0
TMEM150C,P1,Mid,0,0
TMEM150C,P2,Pre,0.282,0.108
TMEM150C,P2,Mid,0,0
TMEM150C,P3,Pre,0.499,0.176
TMEM150C,P3,Mid,2.78,0.577
TMEM150C,P4,Pre,0.182,0.073
TMEM150C,P4,Mid,0,0
TMEM150C,P5,Pre,0.414,0.15
TMEM150C,P5,Mid,0,0
TMEM150C,P6,Pre,0,0
TMEM150C,P6,Mid,0,0
TMEM150C,P7,Pre,0.162,0.065
TMEM150C,P7,Mid,0,0
TMEM150C,P8,Pre,0.498,0.176
TMEM150C,P8,Mid,0,0
TMEM150C,P9,Pre,0,0
TMEM150C,P9,Mid,0.32,0.12
TMEM176A,P1,Pre,0,0
TMEM176A,P1,Mid,0,0
TMEM176A,P2,Pre,0.847,0.266
TMEM176A,P2,Mid,0,0
TMEM176A,P3,Pre,0,0
TMEM176A,P3,Mid,0,0
TMEM176A,P4,Pre,0,0
TMEM176A,P4,Mid,0,0
TMEM176A,P5,Pre,0.414,0.15
TMEM176A,P5,Mid,2.002,0.477
TMEM176A,P6,Pre,0,0
TMEM176A,P6,Mid,0,0
TMEM176A,P7,Pre,0.567,0.195
TMEM176A,P7,Mid,0.233,0.091
TMEM176A,P8,Pre,0,0
TMEM176A,P8,Mid,0,0
TMEM176A,P9,Pre,0,0
TMEM176A,P9,Mid,0,0
TMEM176B,P1,Pre,0.391,0.143
TMEM176B,P1,Mid,0,0
TMEM176B,P2,Pre,1.411,0.382
TMEM176B,P2,Mid,0,0
TMEM176B,P3,Pre,0.748,0.243
TMEM176B,P3,Mid,0,0
TMEM176B,P4,Pre,0,0
TMEM176B,P4,Mid,0,0
TMEM176B,P5,Pre,0,0
TMEM176B,P5,Mid,0,0
TMEM176B,P6,Pre,0,0
TMEM176B,P6,Mid,0,0
TMEM176B,P7,Pre,0.405,0.148
TMEM176B,P7,Mid,0,0
TMEM176B,P8,Pre,0,0
TMEM176B,P8,Mid,0,0
TMEM176B,P9,Pre,0,0
