p_val,auc,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.622501687310684e-41,0.5332378672360101,0.546668457188219,0.151,0.082,1.885674615890257e-36,DC,MTRNR2L8
5.706743349589213e-41,0.461032557414522,-0.29057658880635034,0.045,0.12,1.9139275845852303e-36,DC,HOXB2
7.483734850894098e-41,0.46412766220103885,-0.28975302989196244,0.031,0.1,2.5098949942928625e-36,DC,COX11
7.553284174804823e-41,0.46022428393588083,-0.3964271496765078,0.052,0.126,2.5332204465460415e-36,DC,APOBEC3C
7.881532675528581e-41,0.45354965559916277,-0.39763994905972266,0.102,0.182,2.6433084287187753e-36,DC,ETHE1
8.927698394170699e-41,0.46128962243509825,-0.3175520852753288,0.045,0.119,2.994171487436969e-36,DC,SMC2
9.034088810451111e-41,0.45582447924565106,-0.4191899241692907,0.084,0.162,3.0298527052490934e-36,DC,CLCN3
9.077397683049586e-41,0.44804573495497274,-0.3507335124887455,0.16,0.243,3.0443776349411705e-36,DC,OTUD6B-AS1
9.323901650207619e-41,0.43164558428970945,-0.3474283837037877,0.771,0.713,3.127050135446631e-36,DC,TRIR
1.1906113821957657e-40,0.4317407194659252,-0.34035316088073486,0.773,0.712,3.993072453608159e-36,DC,PRRC2C
1.1949931606037457e-40,0.4451482069804094,-0.6047527085849704,0.22,0.284,4.0077680620328425e-36,DC,RCAN3
1.8033445312141887e-40,0.4539825173185224,-0.4584020494471783,0.103,0.18,6.048056888786146e-36,DC,SHISA5
1.9315302058376383e-40,0.4635713755297867,-0.27164360653346586,0.034,0.105,6.477966004338271e-36,DC,ALDH9A1
2.0465048155083313e-40,0.4535211539411336,-0.37635114200897973,0.105,0.185,6.863567850251842e-36,DC,PFKP
2.27343034932192e-40,0.4552942511194824,-0.4354062553788576,0.091,0.168,7.624630705555855e-36,DC,SRM
3.016747776502597e-40,0.4351856390319523,-0.5622307319116491,0.529,0.52,1.011756869283441e-35,DC,MIF
3.091719233873848e-40,0.4482842746936323,-0.4270997476499353,0.166,0.245,1.0369007966566112e-35,DC,FAM204A
3.1596768802748794e-40,0.4424074182299497,-0.5374948011894007,0.283,0.334,1.059692432106589e-35,DC,SUPT16H
5.4124788895143284e-40,0.4504032335037527,-0.4463669261514291,0.142,0.221,1.8152371699653155e-35,DC,MAX
7.197251988140801e-40,0.43963319981595084,-0.5150369473470183,0.369,0.396,2.413814371782662e-35,DC,ZRANB2
9.630497502951718e-40,0.4537467489612418,-0.4246290537476154,0.108,0.187,3.229876252539947e-35,DC,XPC
1.0074600005070024e-39,0.45247773382572937,-0.4487834862401502,0.123,0.2,3.3788193497003844e-35,DC,METTL5
1.2081198572969742e-39,0.46431750480975426,-0.3036759940992614,0.034,0.103,4.051792377402592e-35,DC,CASK
1.2368282400168587e-39,0.46092939557773677,-0.31043567135235484,0.051,0.126,4.1480745513685406e-35,DC,CEP85L
1.4608822032330863e-39,0.4319340606203368,-0.28686451770202304,0.886,0.899,4.899506733203125e-35,DC,RPL23
1.609392218054326e-39,0.4647955491973165,-0.2635059829239362,0.031,0.1,5.397579620910599e-35,DC,MOCS2
1.793978620878922e-39,0.4533149317323516,-0.4521269648747017,0.117,0.193,6.016645498703729e-35,DC,ASF1A
2.474961438668061e-39,0.4604408207367368,-0.38280539947476316,0.058,0.131,8.300525673004943e-35,DC,ZNF101
2.7675317960295957e-39,0.43848251749260414,-0.5883260659324243,0.433,0.438,9.281748137524058e-35,DC,GSPT1
2.9088071288456737e-39,0.45637436766671324,-0.4302967304294943,0.088,0.165,9.75555734872262e-35,DC,PPP2R5A
3.382224981894288e-39,0.4458930918245891,-0.5693339073647188,0.226,0.288,1.1343306144277063e-34,DC,KAT6A
3.960027462907929e-39,0.4564666946556954,-0.3236038020035559,0.081,0.165,1.328114010510061e-34,DC,PYCARD
5.364415572490727e-39,0.44661508044292564,-0.5228255319648618,0.218,0.279,1.79911769470194e-34,DC,TMEM147
7.804234724054967e-39,0.45049577038558164,-0.519045427028121,0.157,0.229,2.617384241753555e-34,DC,DUT
8.581409255164708e-39,0.45529886378834605,-0.37979978833107464,0.1,0.177,2.87803303599714e-34,DC,MBTPS1
1.0092610793010562e-38,0.452183831118425,-0.4762789940427993,0.135,0.21,3.384859807759882e-34,DC,KIAA0355
1.1598180251178034e-38,0.44172302728950197,-0.6254443374401608,0.339,0.371,3.889797692640089e-34,DC,DHRS7
1.1955334398535461e-38,0.44886982002981574,-0.5004890598332828,0.182,0.251,4.009580050580823e-34,DC,C19orf24
1.206893095218305e-38,0.45949127047195104,-0.34774645241192736,0.067,0.141,4.047678062743152e-34,DC,PPWD1
1.4498793386130664e-38,0.4519605747622155,-0.4587645552403436,0.138,0.214,4.862605325840502e-34,DC,ANKRD44
1.48564812932877e-38,0.45958230030324543,-0.3131682389687913,0.066,0.141,4.9825666961428285e-34,DC,GDE1
1.6125913899358545e-38,0.4477589487094002,-0.5056015699808261,0.202,0.268,5.408309003566869e-34,DC,POLR2F
1.672888401868223e-38,0.46287114812431646,-0.3106177390393215,0.043,0.116,5.610533122185646e-34,DC,LY9
2.1040169272693043e-38,0.4500900693974389,-0.39583811619676534,0.157,0.238,7.056451970675793e-34,DC,RASSF5
2.6689748604613975e-38,0.4572375087270909,-0.4000559211180382,0.087,0.162,8.951207887015435e-34,DC,CCDC25
2.730707700163249e-38,0.4369700903190804,-0.49635915784019113,0.563,0.515,9.158247484807504e-34,DC,BRK1
2.7458740300192633e-38,0.4614191820276813,-0.3090894505443328,0.054,0.127,9.209112321878606e-34,DC,TMEM223
3.4696566241968734e-38,0.5610591750106948,1.0451847883598557,0.6,0.448,1.1636534386231474e-33,DC,HSPD1
5.183251908992922e-38,0.460636976046899,-0.35716905680318106,0.061,0.134,1.7383590252380463e-33,DC,MAP3K4
5.687933452593457e-38,0.4336508886102144,-0.30326818268720857,0.804,0.791,1.9076191213307935e-33,DC,PSMA7
6.270213096721237e-38,0.45138598861793866,-0.4609205152762142,0.151,0.225,2.1029040683783684e-33,DC,STK10
6.957021163772259e-38,0.4448529981626418,-0.5274960540258973,0.264,0.322,2.33324575790594e-33,DC,CEBPZ
7.629186854022826e-38,0.4568455204066828,-0.3688804843588832,0.092,0.168,2.5586766871021756e-33,DC,BORCS7
8.044331862070811e-38,0.5664882056882254,0.3603905030013417,0.929,0.905,2.6979080199013084e-33,DC,S100A6
