gene	CellType	log2FoldChange_il17	padj_il17	log2FoldChange_il23	padj_il23	significant_il23	significant_il17	radar_gene	pv50_gene
CFAP100	CD8	-2.034	NA	-1.276	NA	NA	NA	FALSE	FALSE
CFAP126	CD8	NA	NA	-2.153	NA	NA	NA	FALSE	FALSE
CFAP157	CD8	-1.596	NA	-2.162	NA	NA	NA	FALSE	FALSE
CFAP161	CD8	-0.917	NA	NA	NA	NA	NA	FALSE	FALSE
CFAP20	CD8	0.414	0.931	0.383	1	FALSE	FALSE	FALSE	FALSE
CFAP206	CD8	0.91	NA	NA	NA	NA	NA	FALSE	FALSE
CFAP221	CD8	0.303	0.975	NA	NA	NA	FALSE	FALSE	FALSE
CFAP36	CD8	0.806	0.793	0.005	1	FALSE	FALSE	FALSE	FALSE
CFAP43	CD8	1.861	0.728	0.092	NA	NA	FALSE	FALSE	FALSE
CFAP44	CD8	-1.978	0.665	-0.094	NA	NA	FALSE	FALSE	FALSE
CFAP44-AS1	CD8	0.068	0.994	NA	NA	NA	FALSE	FALSE	FALSE
CFAP45	CD8	-3.385	0.329	0.509	NA	NA	FALSE	FALSE	FALSE
CFAP46	CD8	1.441	0.791	NA	NA	NA	FALSE	FALSE	FALSE
CFAP47	CD8	0.053	0.994	NA	NA	NA	FALSE	FALSE	FALSE
CFAP52	CD8	0.562	0.931	NA	NA	NA	FALSE	FALSE	FALSE
CFAP53	CD8	-5.544	0.054	0.836	NA	NA	FALSE	FALSE	FALSE
CFAP54	CD8	0.008	0.999	-0.493	NA	NA	FALSE	FALSE	FALSE
CFAP57	CD8	0.863	0.873	-2.195	NA	NA	FALSE	FALSE	FALSE
CFAP58	CD8	-1.688	0.775	NA	NA	NA	FALSE	FALSE	FALSE
CFAP61	CD8	-0.294	0.971	NA	NA	NA	FALSE	FALSE	FALSE
CFAP65	CD8	-0.173	0.984	NA	NA	NA	FALSE	FALSE	FALSE
CFAP69	CD8	-1.514	0.805	-1.301	NA	NA	FALSE	FALSE	FALSE
CFAP70	CD8	0.058	0.993	0.016	NA	NA	FALSE	FALSE	FALSE
CFAP73	CD8	-1.233	NA	-0.282	NA	NA	NA	FALSE	FALSE
CFAP74	CD8	-1.497	0.748	-1.928	NA	NA	FALSE	FALSE	FALSE
CFAP77	CD8	0.35	NA	NA	NA	NA	NA	FALSE	FALSE
CFAP97	CD8	1.233	0.589	-0.017	1	FALSE	FALSE	FALSE	FALSE
CFAP99	CD8	2.2	NA	NA	NA	NA	NA	FALSE	FALSE
CFB	CD8	0.143	NA	NA	NA	NA	NA	FALSE	FALSE
CFC1	CD8	1.059	NA	NA	NA	NA	NA	FALSE	FALSE
CFC1B	CD8	-0.064	NA	NA	NA	NA	NA	FALSE	FALSE
CFD	CD8	-2.747	0.218	0.413	NA	NA	FALSE	FALSE	FALSE
CFDP1	CD8	0.047	0.992	-0.236	1	FALSE	FALSE	FALSE	FALSE
CFH	CD8	-0.93	0.833	-1.489	NA	NA	FALSE	FALSE	FALSE
CFHR1	CD8	0.797	NA	NA	NA	NA	NA	FALSE	FALSE
CFHR2	CD8	0.722	NA	NA	NA	NA	NA	FALSE	FALSE
CFHR3	CD8	1.048	NA	NA	NA	NA	NA	FALSE	FALSE
CFHR4	CD8	-0.088	NA	NA	NA	NA	NA	FALSE	FALSE
CFHR5	CD8	0.203	NA	NA	NA	NA	NA	FALSE	FALSE
CFI	CD8	-2.281	0.559	NA	NA	NA	FALSE	FALSE	FALSE
CFL1	CD8	0.627	0.871	-0.133	1	FALSE	FALSE	FALSE	FALSE
CFL2	CD8	-0.257	0.967	-0.231	1	FALSE	FALSE	FALSE	FALSE
CFLAR	CD8	0.687	0.811	0.213	0.992	FALSE	FALSE	FALSE	FALSE
CFLAR-AS1	CD8	1.053	0.764	-1.117	0.869	FALSE	FALSE	FALSE	FALSE
CFP	CD8	-2.009	NA	1.203	NA	NA	NA	FALSE	FALSE
CFTR	CD8	0.099	0.992	NA	NA	NA	FALSE	FALSE	FALSE
CGA	CD8	0.435	0.965	NA	NA	NA	FALSE	FALSE	FALSE
CGB1	CD8	-0.436	NA	NA	NA	NA	NA	FALSE	FALSE
CGB2	CD8	1.652	NA	NA	NA	NA	NA	FALSE	FALSE
CGB3	CD8	0.623	NA	NA	NA	NA	NA	FALSE	FALSE
CGB5	CD8	0.045	NA	NA	NA	NA	NA	FALSE	FALSE
CGB7	CD8	0.172	NA	NA	NA	NA	NA	FALSE	FALSE
CGB8	CD8	0.902	NA	NA	NA	NA	NA	FALSE	FALSE
CGGBP1	CD8	0.427	0.914	-0.201	1	FALSE	FALSE	FALSE	FALSE
CGN	CD8	-2.63	0.251	0.652	NA	NA	FALSE	FALSE	FALSE
CGNL1	CD8	-1.752	0.767	NA	NA	NA	FALSE	FALSE	FALSE
CGREF1	CD8	0.068	NA	NA	NA	NA	NA	FALSE	FALSE
CGRRF1	CD8	-0.972	0.845	-0.269	1	FALSE	FALSE	FALSE	FALSE
CH25H	CD8	-2.197	NA	-0.023	NA	NA	NA	FALSE	FALSE
CHAC1	CD8	-3.976	0.371	-0.544	NA	NA	FALSE	FALSE	FALSE
CHAC2	CD8	0.277	0.964	-0.581	0.989	FALSE	FALSE	FALSE	FALSE
CHAD	CD8	-0.198	NA	NA	NA	NA	NA	FALSE	FALSE
CHADL	CD8	-2.456	NA	-1.309	NA	NA	NA	FALSE	FALSE
CHAF1A	CD8	-2.427	0.479	0.256	1	FALSE	FALSE	FALSE	FALSE
CHAF1B	CD8	0.325	0.957	0.432	NA	NA	FALSE	FALSE	FALSE
CHAMP1	CD8	-0.753	0.909	-0.173	1	FALSE	FALSE	FALSE	FALSE
CHAT	CD8	-0.336	NA	NA	NA	NA	NA	FALSE	FALSE
CHCHD1	CD8	1.426	0.601	0.07	1	FALSE	FALSE	FALSE	FALSE
CHCHD10	CD8	1.394	0.651	-0.216	1	FALSE	FALSE	FALSE	FALSE
CHCHD2	CD8	0.907	0.776	-0.019	1	FALSE	FALSE	FALSE	FALSE
CHCHD3	CD8	1.725	0.483	0.102	1	FALSE	FALSE	FALSE	FALSE
CHCHD4	CD8	2.217	0.276	0.088	1	FALSE	FALSE	FALSE	FALSE
CHCHD5	CD8	1.456	0.582	0.276	1	FALSE	FALSE	FALSE	FALSE
CHCHD6	CD8	0.659	0.884	-0.019	1	FALSE	FALSE	FALSE	FALSE
