gene	CellType	log2FoldChange_il17	padj_il17	log2FoldChange_il23	padj_il23	significant_il23	significant_il17	radar_gene	pv50_gene
COL22A1	Teff	-1.501	0.928	NA	NA	NA	FALSE	FALSE	FALSE
COL23A1	Teff	1.159	0.991	NA	NA	NA	FALSE	FALSE	FALSE
COL24A1	Teff	1.297	0.959	NA	NA	NA	FALSE	FALSE	FALSE
COL25A1	Teff	1.196	0.977	NA	NA	NA	FALSE	FALSE	FALSE
COL26A1	Teff	0.609	0.996	NA	NA	NA	FALSE	FALSE	FALSE
COL27A1	Teff	-0.944	0.99	-0.485	NA	NA	FALSE	FALSE	FALSE
COL28A1	Teff	0.987	0.994	NA	NA	NA	FALSE	FALSE	FALSE
COL2A1	Teff	1.279	0.976	NA	NA	NA	FALSE	FALSE	FALSE
COL3A1	Teff	-0.947	0.993	-1.643	NA	NA	FALSE	FALSE	FALSE
COL4A1	Teff	1.23	0.984	-2.189	NA	NA	FALSE	FALSE	FALSE
COL4A2	Teff	0.84	0.993	-2.626	NA	NA	FALSE	FALSE	FALSE
COL4A2-AS1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
COL4A2-AS2	Teff	1.133	0.995	NA	NA	NA	FALSE	FALSE	FALSE
COL4A3	Teff	2.397	0.713	NA	NA	NA	FALSE	FALSE	FALSE
COL4A3BP	Teff	1.432	0.849	0.155	0.935	FALSE	FALSE	FALSE	FALSE
COL4A4	Teff	-1.76	0.866	-1.573	NA	NA	FALSE	FALSE	FALSE
COL4A5	Teff	-0.271	0.996	-3.498	NA	NA	FALSE	FALSE	FALSE
COL4A6	Teff	-0.566	0.996	NA	NA	NA	FALSE	FALSE	FALSE
COL5A1	Teff	-1.868	0.692	2.183	NA	NA	FALSE	FALSE	FALSE
COL5A1-AS1	Teff	0.338	NA	-2.578	NA	NA	NA	FALSE	FALSE
COL5A2	Teff	-1.196	0.986	-1.083	NA	NA	FALSE	FALSE	FALSE
COL5A3	Teff	0.851	0.993	0.348	NA	NA	FALSE	FALSE	FALSE
COL6A1	Teff	1.547	0.909	-0.853	NA	NA	FALSE	FALSE	FALSE
COL6A2	Teff	0.733	0.993	-1.026	NA	NA	FALSE	FALSE	FALSE
COL6A3	Teff	-2.413	0.584	-2.335	NA	NA	FALSE	FALSE	FALSE
COL6A5	Teff	3.825	0.325	NA	NA	NA	FALSE	FALSE	FALSE
COL6A6	Teff	-2.195	0.804	-2.615	NA	NA	FALSE	FALSE	FALSE
COL7A1	Teff	-1	0.992	NA	NA	NA	FALSE	FALSE	FALSE
COL8A1	Teff	-0.389	0.996	-3.532	NA	NA	FALSE	FALSE	FALSE
COL8A2	Teff	2.9	0.775	-2.29	NA	NA	FALSE	FALSE	FALSE
COL9A1	Teff	3.747	0.438	NA	NA	NA	FALSE	FALSE	FALSE
COL9A2	Teff	1.225	0.976	2.811	NA	NA	FALSE	FALSE	FALSE
COL9A3	Teff	-3.129	0.706	-2.161	NA	NA	FALSE	FALSE	FALSE
COLCA1	Teff	2.846	0.821	NA	NA	NA	FALSE	FALSE	FALSE
COLCA2	Teff	0.609	NA	NA	NA	NA	NA	FALSE	FALSE
COLEC10	Teff	-0.122	NA	NA	NA	NA	NA	FALSE	FALSE
COLEC11	Teff	0.12	0.996	-3.108	NA	NA	FALSE	FALSE	FALSE
COLEC12	Teff	2.131	0.907	-1.791	NA	NA	FALSE	FALSE	FALSE
COLGALT1	Teff	-0.158	0.996	0.272	NA	NA	FALSE	FALSE	FALSE
COLGALT2	Teff	0.466	0.996	0.227	NA	NA	FALSE	FALSE	FALSE
COLQ	Teff	2.07	0.71	-2.043	NA	NA	FALSE	FALSE	FALSE
COMMD1	Teff	-1.006	0.939	0.261	NA	NA	FALSE	FALSE	FALSE
COMMD10	Teff	1.041	0.928	0.773	NA	NA	FALSE	FALSE	FALSE
COMMD2	Teff	1.559	0.747	0.049	NA	NA	FALSE	FALSE	FALSE
COMMD3	Teff	0.249	0.996	0.099	0.963	FALSE	FALSE	FALSE	FALSE
COMMD3-BMI1	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
COMMD4	Teff	-0.083	0.996	0.223	NA	NA	FALSE	FALSE	FALSE
COMMD5	Teff	-0.512	0.996	0.194	NA	NA	FALSE	FALSE	FALSE
COMMD6	Teff	-0.681	0.983	-0.287	0.657	FALSE	FALSE	FALSE	FALSE
COMMD7	Teff	-0.921	0.915	-0.27	NA	NA	FALSE	FALSE	FALSE
COMMD8	Teff	0.235	0.996	-0.15	0.952	FALSE	FALSE	FALSE	FALSE
COMMD9	Teff	0.016	0.998	0.122	NA	NA	FALSE	FALSE	FALSE
COMP	Teff	1.182	0.992	NA	NA	NA	FALSE	FALSE	FALSE
COMT	Teff	-0.955	0.971	0.434	NA	NA	FALSE	FALSE	FALSE
COMTD1	Teff	-0.191	0.996	-0.236	NA	NA	FALSE	FALSE	FALSE
COPA	Teff	-1.125	0.836	-0.177	0.913	FALSE	FALSE	FALSE	FALSE
COPB1	Teff	0.216	0.996	-0.297	0.791	FALSE	FALSE	FALSE	FALSE
COPB2	Teff	-0.449	0.996	0.244	0.863	FALSE	FALSE	FALSE	FALSE
COPE	Teff	-1.434	0.883	0.145	0.894	FALSE	FALSE	FALSE	FALSE
COPG1	Teff	-2.402	0.64	-0.584	NA	NA	FALSE	FALSE	FALSE
COPG2	Teff	2.25	0.545	0.789	NA	NA	FALSE	FALSE	FALSE
COPRS	Teff	-0.253	0.996	0.186	NA	NA	FALSE	FALSE	FALSE
COPS2	Teff	1.23	0.834	0.118	0.961	FALSE	FALSE	FALSE	FALSE
COPS3	Teff	-0.313	0.996	0.142	NA	NA	FALSE	FALSE	FALSE
COPS4	Teff	0.32	0.996	-0.373	NA	NA	FALSE	FALSE	FALSE
COPS5	Teff	-0.148	0.996	0.2	0.915	FALSE	FALSE	FALSE	FALSE
COPS6	Teff	-1.077	0.908	-0.072	0.963	FALSE	FALSE	FALSE	FALSE
COPS7A	Teff	-1.178	0.939	-0.159	NA	NA	FALSE	FALSE	FALSE
COPS7B	Teff	-1.449	0.823	0.125	NA	NA	FALSE	FALSE	FALSE
COPS8	Teff	0.286	0.996	-0.029	NA	NA	FALSE	FALSE	FALSE
COPS9	Teff	-0.798	0.986	-0.462	0.099	FALSE	FALSE	FALSE	FALSE
COPZ1	Teff	-0.049	0.997	-0.109	0.963	FALSE	FALSE	FALSE	FALSE
COPZ2	Teff	2.19	0.866	-1.525	NA	NA	FALSE	FALSE	FALSE
COQ10A	Teff	-0.472	0.996	0.391	NA	NA	FALSE	FALSE	FALSE
COQ10B	Teff	-0.09	0.996	-0.01	0.999	FALSE	FALSE	FALSE	FALSE
COQ2	Teff	-0.736	0.992	-0.554	NA	NA	FALSE	FALSE	FALSE
COQ3	Teff	-1.047	0.967	0.149	NA	NA	FALSE	FALSE	FALSE
COQ4	Teff	0.657	0.993	0.072	NA	NA	FALSE	FALSE	FALSE
COQ5	Teff	-1.283	0.844	1.051	NA	NA	FALSE	FALSE	FALSE
COQ6	Teff	1.194	0.928	0.129	NA	NA	FALSE	FALSE	FALSE
COQ7	Teff	1.171	0.893	0.989	NA	NA	FALSE	FALSE	FALSE
COQ9	Teff	-0.915	0.986	0.175	NA	NA	FALSE	FALSE	FALSE
CORIN	Teff	0.438	0.996	-2.615	NA	NA	FALSE	FALSE	FALSE
CORO1A	Teff	-2.125	0.599	-0.124	0.926	FALSE	FALSE	FALSE	FALSE
CORO1B	Teff	-0.831	0.982	0.222	0.88	FALSE	FALSE	FALSE	FALSE
CORO1C	Teff	0.695	0.986	0.541	NA	NA	FALSE	FALSE	FALSE
CORO2A	Teff	1.366	0.923	0.054	NA	NA	FALSE	FALSE	FALSE
CORO2B	Teff	-1.786	0.954	NA	NA	NA	FALSE	FALSE	FALSE
CORO6	Teff	5.358	0.057	-2.641	NA	NA	FALSE	FALSE	FALSE
CORO7	Teff	-1.312	0.921	0.037	NA	NA	FALSE	FALSE	FALSE
CORO7-PAM16	Teff	NA	NA	-2.641	NA	NA	NA	FALSE	FALSE
CORT	Teff	-1.188	NA	NA	NA	NA	NA	FALSE	FALSE
COTL1	Teff	-1.47	0.81	0.339	0.752	FALSE	FALSE	FALSE	FALSE
COX10	Teff	-0.724	0.993	0.072	NA	NA	FALSE	FALSE	FALSE
COX11	Teff	0.994	0.91	-0.021	NA	NA	FALSE	FALSE	FALSE
COX14	Teff	-0.75	0.965	0.018	0.995	FALSE	FALSE	FALSE	FALSE
COX15	Teff	1.761	0.888	0.267	NA	NA	FALSE	FALSE	FALSE
COX16	Teff	1.469	0.852	-0.82	0.297	FALSE	FALSE	FALSE	FALSE
COX17	Teff	-0.811	0.976	-0.436	0.676	FALSE	FALSE	FALSE	FALSE
COX18	Teff	3.477	0.161	-0.002	NA	NA	FALSE	FALSE	FALSE
COX19	Teff	0.351	0.996	-0.262	0.846	FALSE	FALSE	FALSE	FALSE
COX20	Teff	2.164	NA	-0.495	0.363	FALSE	NA	FALSE	FALSE
COX4I1	Teff	-0.802	0.963	0.211	0.793	FALSE	FALSE	FALSE	FALSE
COX4I2	Teff	0.382	NA	NA	NA	NA	NA	FALSE	FALSE
COX5A	Teff	0.258	0.996	0.056	0.974	FALSE	FALSE	FALSE	FALSE
COX5B	Teff	-0.981	0.965	-0.103	0.936	FALSE	FALSE	FALSE	FALSE
COX6A1	Teff	-1.006	0.946	-0.207	0.825	FALSE	FALSE	FALSE	FALSE
COX6A2	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
COX6B1	Teff	-0.779	0.959	-0.163	0.863	FALSE	FALSE	FALSE	FALSE
COX6B2	Teff	0.742	NA	-1.005	NA	NA	NA	FALSE	FALSE
COX6C	Teff	-0.591	0.991	-0.266	0.789	FALSE	FALSE	FALSE	FALSE
COX7A1	Teff	0.339	NA	-2.626	NA	NA	NA	FALSE	FALSE
COX7A2	Teff	-0.926	0.924	-0.086	0.961	FALSE	FALSE	FALSE	FALSE
COX7A2L	Teff	-0.186	0.996	0.177	0.892	FALSE	FALSE	FALSE	FALSE
COX7B	Teff	-0.709	0.976	-0.326	0.696	FALSE	FALSE	FALSE	FALSE
COX7B2	Teff	-0.414	NA	NA	NA	NA	NA	FALSE	FALSE
COX7C	Teff	-0.693	0.976	-0.195	0.863	FALSE	FALSE	FALSE	FALSE
COX8A	Teff	-0.919	0.967	-0.264	0.698	FALSE	FALSE	FALSE	FALSE
COX8C	Teff	0.982	NA	-2.641	NA	NA	NA	FALSE	FALSE
CP	Teff	1.776	0.754	-1.622	NA	NA	FALSE	FALSE	FALSE
CPA1	Teff	0.246	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CPA2	Teff	1.222	0.994	NA	NA	NA	FALSE	FALSE	FALSE
CPA3	Teff	1.195	NA	-0.625	NA	NA	NA	FALSE	FALSE
CPA4	Teff	-4.304	0.287	NA	NA	NA	FALSE	FALSE	FALSE
CPA5	Teff	1.748	0.871	-1.514	NA	NA	FALSE	FALSE	FALSE
CPA6	Teff	5.18	0.162	NA	NA	NA	FALSE	FALSE	FALSE
CPAMD8	Teff	-0.403	0.996	-1.769	NA	NA	FALSE	FALSE	FALSE
CPB1	Teff	-1.564	0.976	NA	NA	NA	FALSE	FALSE	FALSE
CPB2	Teff	1.162	0.993	NA	NA	NA	FALSE	FALSE	FALSE
CPB2-AS1	Teff	1.102	0.994	-1.879	NA	NA	FALSE	FALSE	FALSE
CPD	Teff	1.245	0.912	0.558	NA	NA	FALSE	FALSE	FALSE
CPE	Teff	0.376	NA	-1.679	NA	NA	NA	FALSE	FALSE
CPEB1	Teff	0.08	0.997	-1.802	NA	NA	FALSE	FALSE	FALSE
CPEB1-AS1	Teff	1.311	0.994	-2.641	NA	NA	FALSE	FALSE	FALSE
CPEB2	Teff	2.05	0.731	-0.11	NA	NA	FALSE	FALSE	FALSE
CPEB3	Teff	3.315	0.22	0.419	NA	NA	FALSE	FALSE	FALSE
CPEB4	Teff	1.627	0.799	-0.043	NA	NA	FALSE	FALSE	FALSE
CPED1	Teff	3.94	0.422	-2.626	NA	NA	FALSE	FALSE	FALSE
CPLX1	Teff	1.049	NA	-1.499	NA	NA	NA	FALSE	FALSE
CPLX2	Teff	2.157	0.809	NA	NA	NA	FALSE	FALSE	FALSE
CPLX3	Teff	NA	NA	-2.042	NA	NA	NA	FALSE	FALSE
CPLX4	Teff	1.556	0.981	-2.641	NA	NA	FALSE	FALSE	FALSE
CPM	Teff	3.539	0.202	2.625	0.001	TRUE	FALSE	FALSE	TRUE
CPN1	Teff	-2.021	0.914	NA	NA	NA	FALSE	FALSE	FALSE
CPN2	Teff	2.118	NA	NA	NA	NA	NA	FALSE	FALSE
CPNE1	Teff	-1.049	0.938	0.641	0.152	FALSE	FALSE	FALSE	FALSE
CPNE2	Teff	2.688	0.296	1.527	NA	NA	FALSE	FALSE	FALSE
CPNE3	Teff	-0.204	0.996	-0.002	0.999	FALSE	FALSE	FALSE	FALSE
CPNE4	Teff	-0.928	0.994	NA	NA	NA	FALSE	FALSE	FALSE
CPNE5	Teff	0.539	0.996	-2.001	NA	NA	FALSE	FALSE	FALSE
CPNE6	Teff	0.738	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CPNE7	Teff	-1.371	0.915	-0.522	NA	NA	FALSE	FALSE	FALSE
CPNE8	Teff	-0.396	0.996	1.583	NA	NA	FALSE	FALSE	FALSE
CPNE9	Teff	3.583	0.455	NA	NA	NA	FALSE	FALSE	FALSE
CPO	Teff	0.369	NA	-3.482	NA	NA	NA	FALSE	FALSE
CPOX	Teff	0.318	0.996	1.116	NA	NA	FALSE	FALSE	FALSE
CPPED1	Teff	1.982	0.863	-0.053	NA	NA	FALSE	FALSE	FALSE
CPQ	Teff	2.116	0.843	-0.727	NA	NA	FALSE	FALSE	FALSE
CPS1	Teff	-0.394	0.996	-3.054	NA	NA	FALSE	FALSE	FALSE
CPSF1	Teff	2.242	0.662	0.479	NA	NA	FALSE	FALSE	FALSE
CPSF2	Teff	-0.361	0.996	-0.014	NA	NA	FALSE	FALSE	FALSE
CPSF3	Teff	0.51	0.993	-0.246	NA	NA	FALSE	FALSE	FALSE
CPSF4	Teff	0.649	0.993	-0.139	NA	NA	FALSE	FALSE	FALSE
CPSF4L	Teff	-0.471	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CPSF6	Teff	-0.74	0.98	0.34	NA	NA	FALSE	FALSE	FALSE
CPSF7	Teff	0.042	0.997	0.058	NA	NA	FALSE	FALSE	FALSE
CPT1A	Teff	-0.016	0.998	-0.146	NA	NA	FALSE	FALSE	FALSE
CPT1B	Teff	-1.579	NA	0.056	NA	NA	NA	FALSE	FALSE
CPT1C	Teff	-4.842	0.124	-1.623	NA	NA	FALSE	FALSE	FALSE
CPT2	Teff	-1.546	0.833	0.027	NA	NA	FALSE	FALSE	FALSE
CPTP	Teff	-2.34	0.55	0.129	NA	NA	FALSE	FALSE	FALSE
CPVL	Teff	0.334	0.996	-2.133	NA	NA	FALSE	FALSE	FALSE
CPXCR1	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
CPXM1	Teff	1.176	0.992	NA	NA	NA	FALSE	FALSE	FALSE
CPXM2	Teff	4.029	0.349	NA	NA	NA	FALSE	FALSE	FALSE
CPZ	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
CR1	Teff	3.518	0.486	-1.449	NA	NA	FALSE	FALSE	FALSE
CR1L	Teff	-3.68	0.611	NA	NA	NA	FALSE	FALSE	FALSE
CR2	Teff	3.207	0.766	-2.641	NA	NA	FALSE	FALSE	FALSE
CRABP1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
CRABP2	Teff	-0.078	NA	-2.061	NA	NA	NA	FALSE	FALSE
CRACR2A	Teff	-0.082	0.996	0.151	NA	NA	FALSE	FALSE	FALSE
CRACR2B	Teff	1.301	0.992	-0.601	NA	NA	FALSE	FALSE	FALSE
CRADD	Teff	-1.07	0.939	1.132	NA	NA	FALSE	FALSE	FALSE
CRAMP1	Teff	3.277	0.282	-0.448	NA	NA	FALSE	FALSE	FALSE
CRAT	Teff	3.542	0.286	0.447	NA	NA	FALSE	FALSE	FALSE
CRB1	Teff	0.26	0.996	-2.399	NA	NA	FALSE	FALSE	FALSE
CRB2	Teff	0.496	0.996	-2.641	NA	NA	FALSE	FALSE	FALSE
CRB3	Teff	1.605	NA	-0.266	NA	NA	NA	FALSE	FALSE
CRBN	Teff	0.724	0.984	0.014	0.998	FALSE	FALSE	FALSE	FALSE
CRCP	Teff	1.822	0.709	0.066	NA	NA	FALSE	FALSE	FALSE
CRCT1	Teff	-0.418	NA	-2.641	NA	NA	NA	FALSE	FALSE
CREB1	Teff	0.276	0.996	0.155	NA	NA	FALSE	FALSE	FALSE
CREB3	Teff	-2.314	0.428	-0.088	NA	NA	FALSE	FALSE	FALSE
CREB3L1	Teff	2.739	0.688	NA	NA	NA	FALSE	FALSE	FALSE
CREB3L2	Teff	0.025	0.997	0.749	NA	NA	FALSE	FALSE	FALSE
CREB3L3	Teff	-0.47	0.996	-3.176	NA	NA	FALSE	FALSE	FALSE
CREB3L4	Teff	3.994	0.265	-0.053	NA	NA	FALSE	FALSE	FALSE
CREB5	Teff	-2.231	0.809	-3.391	NA	NA	FALSE	FALSE	FALSE
CREBBP	Teff	1.126	0.902	0.003	0.999	FALSE	FALSE	FALSE	FALSE
CREBL2	Teff	0.475	0.994	-0.57	NA	NA	FALSE	FALSE	FALSE
CREBRF	Teff	0.388	0.996	0.216	0.846	FALSE	FALSE	FALSE	FALSE
CREBZF	Teff	0.226	0.996	0.417	0.709	FALSE	FALSE	FALSE	FALSE
CREG1	Teff	0.85	0.965	-0.078	NA	NA	FALSE	FALSE	FALSE
CREG2	Teff	0.894	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CRELD1	Teff	-0.521	0.995	0.803	NA	NA	FALSE	FALSE	FALSE
CRELD2	Teff	-1.348	0.764	0.636	NA	NA	FALSE	FALSE	FALSE
CREM	Teff	-0.059	0.996	-0.223	0.864	FALSE	FALSE	FALSE	FALSE
CRH	Teff	0.411	NA	NA	NA	NA	NA	FALSE	FALSE
CRHBP	Teff	-0.136	0.996	-2.626	NA	NA	FALSE	FALSE	FALSE
CRHR1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
CRHR2	Teff	0.761	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CRIM1	Teff	0.456	0.996	0.125	NA	NA	FALSE	FALSE	FALSE
CRIP1	Teff	-0.767	0.993	-0.947	0.046	TRUE	FALSE	FALSE	FALSE
CRIP2	Teff	-1.534	0.739	0.94	NA	NA	FALSE	FALSE	FALSE
CRIP3	Teff	1.968	NA	-2.012	NA	NA	NA	FALSE	FALSE
CRIPT	Teff	-0.665	0.988	-0.42	NA	NA	FALSE	FALSE	FALSE
CRISP1	Teff	1.291	NA	NA	NA	NA	NA	FALSE	FALSE
CRISP2	Teff	-1.118	NA	NA	NA	NA	NA	FALSE	FALSE
CRISP3	Teff	-1.7	NA	NA	NA	NA	NA	FALSE	FALSE
CRISPLD1	Teff	1.983	0.939	NA	NA	NA	FALSE	FALSE	FALSE
CRISPLD2	Teff	-0.413	0.996	-2.593	NA	NA	FALSE	FALSE	FALSE
CRK	Teff	1.387	0.843	0.489	NA	NA	FALSE	FALSE	FALSE
CRKL	Teff	-1.178	0.949	-0.189	NA	NA	FALSE	FALSE	FALSE
CRLF1	Teff	-2.644	0.729	-1.418	NA	NA	FALSE	FALSE	FALSE
CRLF2	Teff	NA	NA	-0.336	NA	NA	NA	FALSE	FALSE
CRLF3	Teff	0.611	0.988	-0.261	NA	NA	FALSE	FALSE	FALSE
CRLS1	Teff	1.261	0.907	0.131	NA	NA	FALSE	FALSE	FALSE
CRMP1	Teff	2.954	0.507	-2.009	NA	NA	FALSE	FALSE	FALSE
CRNDE	Teff	0.713	0.993	0.663	NA	NA	FALSE	FALSE	FALSE
CRNKL1	Teff	-0.7	0.971	-0.028	NA	NA	FALSE	FALSE	FALSE
CRNN	Teff	1.061	NA	NA	NA	NA	NA	FALSE	FALSE
CROCC	Teff	0.014	0.998	-0.45	NA	NA	FALSE	FALSE	FALSE
CROCC2	Teff	0.079	0.997	NA	NA	NA	FALSE	FALSE	FALSE
CROT	Teff	0.19	0.996	-0.54	NA	NA	FALSE	FALSE	FALSE
CRP	Teff	1.345	NA	NA	NA	NA	NA	FALSE	FALSE
CRTAC1	Teff	1.228	0.992	NA	NA	NA	FALSE	FALSE	FALSE
CRTAM	Teff	2.715	0.734	-1.513	NA	NA	FALSE	FALSE	FALSE
CRTAP	Teff	-0.858	0.98	-0.044	NA	NA	FALSE	FALSE	FALSE
CRTC1	Teff	2.977	0.419	0.119	NA	NA	FALSE	FALSE	FALSE
CRTC2	Teff	0.637	0.992	0.031	NA	NA	FALSE	FALSE	FALSE
CRTC3	Teff	-0.07	0.996	0.251	NA	NA	FALSE	FALSE	FALSE
CRTC3-AS1	Teff	1.151	NA	-1.978	NA	NA	NA	FALSE	FALSE
CRX	Teff	2.216	0.874	-2.453	NA	NA	FALSE	FALSE	FALSE
CRY1	Teff	0.063	0.997	1.634	NA	NA	FALSE	FALSE	FALSE
CRY2	Teff	1.302	0.894	0.099	NA	NA	FALSE	FALSE	FALSE
CRYAA	Teff	0.338	NA	NA	NA	NA	NA	FALSE	FALSE
CRYAB	Teff	1.494	0.931	-0.369	NA	NA	FALSE	FALSE	FALSE
CRYBA1	Teff	-1.057	NA	-2.189	NA	NA	NA	FALSE	FALSE
CRYBA2	Teff	0.368	NA	NA	NA	NA	NA	FALSE	FALSE
CRYBA4	Teff	-1.271	0.994	NA	NA	NA	FALSE	FALSE	FALSE
CRYBB1	Teff	3.058	NA	NA	NA	NA	NA	FALSE	FALSE
CRYBB2	Teff	1.35	NA	-2.305	NA	NA	NA	FALSE	FALSE
CRYBB3	Teff	0.303	NA	-2.615	NA	NA	NA	FALSE	FALSE
CRYBG3	Teff	1.387	0.933	-0.144	NA	NA	FALSE	FALSE	FALSE
CRYGA	Teff	0.346	NA	NA	NA	NA	NA	FALSE	FALSE
CRYGB	Teff	-0.256	NA	NA	NA	NA	NA	FALSE	FALSE
CRYGC	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
CRYGD	Teff	-0.364	NA	NA	NA	NA	NA	FALSE	FALSE
CRYGN	Teff	1.174	0.994	NA	NA	NA	FALSE	FALSE	FALSE
CRYGS	Teff	5.474	0.102	-1.2	NA	NA	FALSE	FALSE	FALSE
CRYL1	Teff	1.724	0.87	0.731	NA	NA	FALSE	FALSE	FALSE
CRYM	Teff	2.219	0.869	NA	NA	NA	FALSE	FALSE	FALSE
CRYZ	Teff	0.78	0.962	0.034	NA	NA	FALSE	FALSE	FALSE
CRYZL1	Teff	0.805	0.946	0.434	NA	NA	FALSE	FALSE	FALSE
CS	Teff	0.726	0.99	-0.352	NA	NA	FALSE	FALSE	FALSE
CSAD	Teff	1.063	0.981	0.366	NA	NA	FALSE	FALSE	FALSE
CSAG1	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
CSAG2	Teff	0.338	NA	NA	NA	NA	NA	FALSE	FALSE
CSAG3	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
CSDC2	Teff	-0.086	0.997	NA	NA	NA	FALSE	FALSE	FALSE
CSDE1	Teff	-0.271	0.996	0.064	0.963	FALSE	FALSE	FALSE	FALSE
CSE1L	Teff	0.781	0.972	-0.501	NA	NA	FALSE	FALSE	FALSE
CSE1L-AS1	Teff	-0.097	NA	NA	NA	NA	NA	FALSE	FALSE
CSF1	Teff	1.139	0.986	1.465	NA	NA	FALSE	FALSE	FALSE
CSF1R	Teff	2.097	0.807	-2.399	NA	NA	FALSE	FALSE	FALSE
CSF2	Teff	-1.673	0.843	2.568	NA	NA	FALSE	FALSE	FALSE
CSF2RA	Teff	NA	NA	0.359	NA	NA	NA	FALSE	FALSE
CSF2RB	Teff	2.25	0.831	-0.183	NA	NA	FALSE	FALSE	FALSE
CSF3	Teff	0.708	NA	-1.178	NA	NA	NA	FALSE	FALSE
CSF3R	Teff	-0.664	0.996	-2.61	NA	NA	FALSE	FALSE	FALSE
CSGALNACT1	Teff	0.3	0.996	0.606	NA	NA	FALSE	FALSE	FALSE
CSGALNACT2	Teff	-0.376	0.996	0.349	0.789	FALSE	FALSE	FALSE	FALSE
CSH1	Teff	-0.337	NA	NA	NA	NA	NA	FALSE	FALSE
CSH2	Teff	1.008	NA	NA	NA	NA	NA	FALSE	FALSE
CSHL1	Teff	0.159	NA	NA	NA	NA	NA	FALSE	FALSE
CSK	Teff	-0.486	0.996	-0.102	NA	NA	FALSE	FALSE	FALSE
CSMD1	Teff	-0.108	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CSMD2	Teff	-2.068	0.823	NA	NA	NA	FALSE	FALSE	FALSE
CSMD2-AS1	Teff	-0.097	NA	NA	NA	NA	NA	FALSE	FALSE
CSMD3	Teff	-1.615	0.965	NA	NA	NA	FALSE	FALSE	FALSE
CSN1S1	Teff	0.345	NA	NA	NA	NA	NA	FALSE	FALSE
CSN2	Teff	1.661	NA	NA	NA	NA	NA	FALSE	FALSE
CSN3	Teff	0.336	NA	NA	NA	NA	NA	FALSE	FALSE
CSNK1A1	Teff	0.99	0.912	0.191	0.863	FALSE	FALSE	FALSE	FALSE
CSNK1A1L	Teff	1.208	NA	-2.217	NA	NA	NA	FALSE	FALSE
CSNK1D	Teff	-1.046	0.901	0.122	0.955	FALSE	FALSE	FALSE	FALSE
CSNK1E	Teff	-1.189	0.89	0.358	NA	NA	FALSE	FALSE	FALSE
CSNK1G1	Teff	-0.369	0.996	0.398	NA	NA	FALSE	FALSE	FALSE
CSNK1G2	Teff	-0.996	0.974	0.098	0.963	FALSE	FALSE	FALSE	FALSE
CSNK1G2-AS1	Teff	0.275	NA	NA	NA	NA	NA	FALSE	FALSE
CSNK1G3	Teff	3.741	0.094	0.501	NA	NA	FALSE	FALSE	FALSE
CSNK2A1	Teff	0.143	0.996	-0.17	0.922	FALSE	FALSE	FALSE	FALSE
CSNK2A2	Teff	0.884	0.969	0.274	0.844	FALSE	FALSE	FALSE	FALSE
CSNK2A3	Teff	0.199	0.996	0.033	NA	NA	FALSE	FALSE	FALSE
CSNK2B	Teff	-0.588	0.992	0.049	0.98	FALSE	FALSE	FALSE	FALSE
CSPG4	Teff	-1.97	0.91	NA	NA	NA	FALSE	FALSE	FALSE
CSPG5	Teff	1.389	0.981	0.081	NA	NA	FALSE	FALSE	FALSE
CSPP1	Teff	-0.174	0.996	0.012	NA	NA	FALSE	FALSE	FALSE
CSRNP1	Teff	-0.457	0.996	0.311	NA	NA	FALSE	FALSE	FALSE
CSRNP2	Teff	0.189	0.996	-0.071	NA	NA	FALSE	FALSE	FALSE
CSRNP3	Teff	0.297	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CSRP1	Teff	-0.197	0.996	0.142	NA	NA	FALSE	FALSE	FALSE
CSRP2	Teff	1.782	0.838	-0.148	NA	NA	FALSE	FALSE	FALSE
CSRP3	Teff	0.767	NA	NA	NA	NA	NA	FALSE	FALSE
CST1	Teff	-0.509	NA	NA	NA	NA	NA	FALSE	FALSE
CST11	Teff	-0.505	NA	NA	NA	NA	NA	FALSE	FALSE
CST2	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
CST3	Teff	-0.665	0.996	-0.151	NA	NA	FALSE	FALSE	FALSE
CST4	Teff	-0.266	NA	NA	NA	NA	NA	FALSE	FALSE
CST5	Teff	0.984	NA	-2.626	NA	NA	NA	FALSE	FALSE
CST6	Teff	-3.439	NA	-2.61	NA	NA	NA	FALSE	FALSE
